X,Y,Z,Vs
509524.75,6944216.71,43,580
509524.64,6944216.7,42.96548189,580
509524.13,6944216.63,42.84545821,580
509523.61,6944216.57,42.81188671,580
509523.1,6944216.5,42.96933991,580
509523.08,6944216.5,43,580
509523.02,6944216.49,43.5,580
509522.83,6944216.46,43.5,580
509522.91,6944216.48,43,580
509523.1,6944216.5,42.7590733,580
509523.61,6944216.57,42.62247191,580
509524.13,6944216.63,42.6516936,580
509524.64,6944216.7,42.76998566,580
509525.16,6944216.77,42.94232901,580
509525.3,6944216.79,43,580
509525.67,6944216.83,43.27411065,580
509525.95,6944216.87,43.5,580
509526.09,6944216.89,44,580
509525.67,6944216.83,44,580
509525.16,6944216.77,44,580
509540,6944218.69,44,585
509539.57,6944218.63,43.52569657,585
509539.53,6944218.63,43.5,585
509539.05,6944218.57,43.25566595,585
509538.54,6944218.5,43.16209902,585
509538.02,6944218.43,43.13371362,585
509537.51,6944218.37,43.10939121,585
509536.99,6944218.3,43.08243735,585
509536.48,6944218.23,43.06198958,585
509535.96,6944218.17,43.07455537,585
509535.45,6944218.1,43.15293077,585
509534.94,6944218.03,43.36499114,585
509534.77,6944218.01,43.5,585
509534.49,6944217.98,44,585
509534.94,6944218.03,44,585
509534.42,6944217.97,44,585
509534.23,6944217.94,44,585
509534.42,6944217.97,43.50764924,585
509534.42,6944217.97,43.5,585
509534.94,6944218.03,43.0935462,585
509535.18,6944218.07,43,585
509535.45,6944218.1,42.94477569,585
509535.96,6944218.17,42.91271674,585
509536.48,6944218.23,42.91787729,585
509536.99,6944218.3,42.93865005,585
509537.51,6944218.37,42.96326043,585
509538.02,6944218.43,42.98327833,585
509538.41,6944218.48,43,585
509538.54,6944218.5,43.0093233,585
509539.05,6944218.57,43.1103078,585
509539.57,6944218.63,43.37542386,585
509539.71,6944218.65,43.5,585
509540.08,6944218.7,43.90718931,585
509540.15,6944218.71,44,585
509540.08,6944218.7,44,585
509539.57,6944218.63,44,585
509526.09,6944216.89,44,585
509525.95,6944216.87,43.5,585
509525.67,6944216.83,43.27411065,585
509525.3,6944216.79,43,585
509525.16,6944216.77,42.94232901,585
509524.64,6944216.7,42.76998566,585
509524.13,6944216.63,42.6516936,585
509523.61,6944216.57,42.62247191,585
509523.1,6944216.5,42.7590733,585
509522.91,6944216.48,43,585
509522.83,6944216.46,43.5,585
509523.1,6944216.5,43.5,585
509522.63,6944216.44,43.5,585
509522.74,6944216.45,43,585
509523.1,6944216.5,42.5488067,585
509523.3,6944216.53,42.5,585
509523.61,6944216.57,42.45299819,585
509524.13,6944216.63,42.4715619,585
509524.32,6944216.66,42.5,585
509524.64,6944216.7,42.57448944,585
509525.16,6944216.77,42.73670847,585
509525.67,6944216.83,42.94135653,585
509525.8,6944216.85,43,585
509526.19,6944216.9,43.31505701,585
509526.39,6944216.93,43.5,585
509526.61,6944216.96,44,585
509526.19,6944216.9,44,585
509525.67,6944216.83,44,585
509540.08,6944218.7,43.90718931,590
509539.71,6944218.65,43.5,590
509539.57,6944218.63,43.37542386,590
509539.05,6944218.57,43.1103078,590
509538.54,6944218.5,43.0093233,590
509538.41,6944218.48,43,590
509538.02,6944218.43,42.98327833,590
509537.51,6944218.37,42.96326043,590
509536.99,6944218.3,42.93865005,590
509536.48,6944218.23,42.91787729,590
509535.96,6944218.17,42.91271674,590
509535.45,6944218.1,42.94477569,590
509535.18,6944218.07,43,590
509534.94,6944218.03,43.0935462,590
509534.42,6944217.97,43.5,590
509534.42,6944217.97,43.50764924,590
509534.23,6944217.94,44,590
509534.42,6944217.97,44,590
509533.98,6944217.91,44,590
509534.14,6944217.93,43.5,590
509534.42,6944217.97,43.20657657,590
509534.69,6944218,43,590
509534.94,6944218.03,42.89708654,590
509535.45,6944218.1,42.79831639,590
509535.96,6944218.17,42.7811617,590
509536.48,6944218.23,42.79946756,590
509536.99,6944218.3,42.82832673,590
509537.51,6944218.37,42.86274866,590
509538.02,6944218.43,42.89051244,590
509538.54,6944218.5,42.91911416,590
509539.05,6944218.57,42.98009182,590
509539.12,6944218.58,43,590
509539.57,6944218.63,43.23077232,590
509539.89,6944218.67,43.5,590
509540.08,6944218.7,43.71680887,590
509540.3,6944218.73,44,590
509540.08,6944218.7,44,590
509540.15,6944218.71,44,590
509526.61,6944216.96,44,590
509526.39,6944216.93,43.5,590
509526.19,6944216.9,43.31505701,590
509525.8,6944216.85,43,590
509525.67,6944216.83,42.94135653,590
509525.16,6944216.77,42.73670847,590
509524.64,6944216.7,42.57448944,590
509524.32,6944216.66,42.5,590
509524.13,6944216.63,42.4715619,590
509523.61,6944216.57,42.45299819,590
509523.3,6944216.53,42.5,590
509523.1,6944216.5,42.5488067,590
509522.74,6944216.45,43,590
509522.63,6944216.44,43.5,590
509523.1,6944216.5,43.5,590
509522.59,6944216.43,43.5,590
509522.52,6944216.42,43.5,590
509522.58,6944216.43,43,590
509522.59,6944216.43,42.9816836,590
509522.94,6944216.48,42.5,590
509523.1,6944216.5,42.39413339,590
509523.61,6944216.57,42.32000665,590
509524.13,6944216.63,42.34058579,590
509524.64,6944216.7,42.41670669,590
509525.06,6944216.75,42.5,590
509525.16,6944216.77,42.53108794,590
509525.67,6944216.83,42.72584379,590
509526.19,6944216.9,42.95414004,590
509526.28,6944216.91,43,590
509526.7,6944216.97,43.37192411,590
509526.84,6944216.98,43.5,590
509527.07,6944217.01,44,590
509526.7,6944216.97,44,590
509526.19,6944216.9,44,590
509540.08,6944218.7,43.71680887,595
509539.89,6944218.67,43.5,595
509539.57,6944218.63,43.23077232,595
509539.12,6944218.58,43,595
509539.05,6944218.57,42.98009182,595
509538.54,6944218.5,42.91911416,595
509538.02,6944218.43,42.89051244,595
509537.51,6944218.37,42.86274866,595
509536.99,6944218.3,42.82832673,595
509536.48,6944218.23,42.79946756,595
509535.96,6944218.17,42.7811617,595
509535.45,6944218.1,42.79831639,595
509534.94,6944218.03,42.89708654,595
509534.69,6944218,43,595
509534.42,6944217.97,43.20657657,595
509534.14,6944217.93,43.5,595
509533.98,6944217.91,44,595
509534.42,6944217.97,44,595
509533.91,6944217.9,44,595
509533.73,6944217.88,44,595
509533.86,6944217.89,43.5,595
509533.91,6944217.9,43.44826523,595
509534.33,6944217.95,43,595
509534.42,6944217.97,42.94793222,595
509534.94,6944218.03,42.74005712,595
509535.45,6944218.1,42.65185709,595
509535.96,6944218.17,42.64960667,595
509536.48,6944218.23,42.68105784,595
509536.99,6944218.3,42.71800342,595
509537.51,6944218.37,42.76223689,595
509538.02,6944218.43,42.79774655,595
509538.54,6944218.5,42.83297136,595
509539.05,6944218.57,42.89753012,595
509539.4,6944218.61,43,595
509539.57,6944218.63,43.08612078,595
509540.06,6944218.7,43.5,595
509540.08,6944218.7,43.52642844,595
509540.44,6944218.75,44,595
509540.08,6944218.7,44,595
509540.3,6944218.73,44,595
509527.07,6944217.01,44,595
509526.84,6944216.98,43.5,595
509526.7,6944216.97,43.37192411,595
509526.28,6944216.91,43,595
509526.19,6944216.9,42.95414004,595
509525.67,6944216.83,42.72584379,595
509525.16,6944216.77,42.53108794,595
509525.06,6944216.75,42.5,595
509524.64,6944216.7,42.41670669,595
509524.13,6944216.63,42.34058579,595
509523.61,6944216.57,42.32000665,595
509523.1,6944216.5,42.39413339,595
509522.94,6944216.48,42.5,595
509522.59,6944216.43,42.9816836,595
509522.58,6944216.43,43,595
509522.52,6944216.42,43.5,595
509522.59,6944216.43,43.5,595
509522.43,6944216.41,43.5,595
509522.49,6944216.42,43,595
509522.59,6944216.43,42.70175652,595
509522.73,6944216.45,42.5,595
509523.1,6944216.5,42.25626503,595
509523.61,6944216.57,42.18701512,595
509524.13,6944216.63,42.20960968,595
509524.64,6944216.7,42.28213963,595
509525.16,6944216.77,42.38509402,595
509525.65,6944216.83,42.5,595
509525.67,6944216.83,42.51033104,595
509526.19,6944216.9,42.73048569,595
509526.7,6944216.97,42.97382475,595
509526.75,6944216.97,43,595
509527.22,6944217.03,43.44192353,595
509527.27,6944217.04,43.5,595
509527.47,6944217.07,44,595
509527.22,6944217.03,44,595
509526.7,6944216.97,44,595
509540.08,6944218.7,43.52642844,600
509540.06,6944218.7,43.5,600
509539.57,6944218.63,43.08612078,600
509539.4,6944218.61,43,600
509539.05,6944218.57,42.89753012,600
509538.54,6944218.5,42.83297136,600
509538.02,6944218.43,42.79774655,600
509537.51,6944218.37,42.76223689,600
509536.99,6944218.3,42.71800342,600
509536.48,6944218.23,42.68105784,600
509535.96,6944218.17,42.64960667,600
509535.45,6944218.1,42.65185709,600
509534.94,6944218.03,42.74005712,600
509534.42,6944217.97,42.94793222,600
509534.33,6944217.95,43,600
509533.91,6944217.9,43.44826523,600
509533.86,6944217.89,43.5,600
509533.73,6944217.88,44,600
509533.91,6944217.9,44,600
509533.48,6944217.84,44,600
509533.57,6944217.86,43.5,600
509533.91,6944217.9,43.12388386,600
509534.02,6944217.92,43,600
509534.42,6944217.97,42.77677874,600
509534.94,6944218.03,42.5830277,600
509535.45,6944218.1,42.50539779,600
509535.96,6944218.17,42.51805164,600
509536.48,6944218.23,42.56264811,600
509536.99,6944218.3,42.6076801,600
509537.51,6944218.37,42.66172511,600
509538.02,6944218.43,42.70498066,600
509538.54,6944218.5,42.74682857,600
509539.05,6944218.57,42.81496843,600
509539.57,6944218.63,42.96692441,600
509539.64,6944218.64,43,600
509540.08,6944218.7,43.37192621,600
509540.21,6944218.72,43.5,600
509540.59,6944218.77,44,600
509540.08,6944218.7,44,600
509540.44,6944218.75,44,600
509527.47,6944217.07,44,600
509527.27,6944217.04,43.5,600
509527.22,6944217.03,43.44192353,600
509526.75,6944216.97,43,600
509526.7,6944216.97,42.97382475,600
509526.19,6944216.9,42.73048569,600
509525.67,6944216.83,42.51033104,600
509525.65,6944216.83,42.5,600
509525.16,6944216.77,42.38509402,600
509524.64,6944216.7,42.28213963,600
509524.13,6944216.63,42.20960968,600
509523.61,6944216.57,42.18701512,600
509523.1,6944216.5,42.25626503,600
509522.73,6944216.45,42.5,600
509522.59,6944216.43,42.70175652,600
509522.49,6944216.42,43,600
509522.43,6944216.41,43.5,600
509522.59,6944216.43,43.5,600
509522.35,6944216.4,43.5,600
509522.39,6944216.41,43,600
509522.55,6944216.43,42.5,600
509522.59,6944216.43,42.45305295,600
509523.1,6944216.5,42.11839667,600
509523.61,6944216.57,42.05402358,600
509524.13,6944216.63,42.07863357,600
509524.64,6944216.7,42.14757258,600
509525.16,6944216.77,42.24972087,600
509525.67,6944216.83,42.36864799,600
509526.17,6944216.9,42.5,600
509526.19,6944216.9,42.50683135,600
509526.7,6944216.97,42.74211376,600
509527.21,6944217.03,43,600
509527.22,6944217.03,43.00705257,600
509527.7,6944217.1,43.5,600
509527.73,6944217.1,43.60097191,600
509527.84,6944217.11,44,600
509527.73,6944217.1,44,600
509527.22,6944217.03,44,600
509540.59,6944218.77,44,605
509540.21,6944218.72,43.5,605
509540.08,6944218.7,43.37192621,605
509539.64,6944218.64,43,605
509539.57,6944218.63,42.96692441,605
509539.05,6944218.57,42.81496843,605
509538.54,6944218.5,42.74682857,605
509538.02,6944218.43,42.70498066,605
509537.51,6944218.37,42.66172511,605
509536.99,6944218.3,42.6076801,605
509536.48,6944218.23,42.56264811,605
509535.96,6944218.17,42.51805164,605
509535.45,6944218.1,42.50539779,605
509534.94,6944218.03,42.5830277,605
509534.42,6944217.97,42.77677874,605
509534.02,6944217.92,43,605
509533.91,6944217.9,43.12388386,605
509533.57,6944217.86,43.5,605
509533.48,6944217.84,44,605
509533.91,6944217.9,44,605
509533.39,6944217.83,44,605
509533.15,6944217.8,44,605
509533.29,6944217.82,43.5,605
509533.39,6944217.83,43.36359234,605
509533.71,6944217.87,43,605
509533.91,6944217.9,42.88118245,605
509534.42,6944217.97,42.60562526,605
509534.71,6944218,42.5,605
509534.94,6944218.03,42.44648035,605
509535.45,6944218.1,42.40106513,605
509535.96,6944218.17,42.41827032,605
509536.48,6944218.23,42.45860969,605
509536.99,6944218.3,42.49807072,605
509537.01,6944218.3,42.5,605
509537.51,6944218.37,42.56121334,605
509538.02,6944218.43,42.61221477,605
509538.54,6944218.5,42.66068577,605
509539.05,6944218.57,42.73240673,605
509539.57,6944218.63,42.88518219,605
509539.82,6944218.67,43,605
509540.08,6944218.7,43.22320742,605
509540.36,6944218.74,43.5,605
509540.6,6944218.77,43.81235756,605
509540.72,6944218.78,44,605
509540.6,6944218.77,44,605
509540.08,6944218.7,44,605
509527.73,6944217.1,43.60097191,605
509527.7,6944217.1,43.5,605
509527.22,6944217.03,43.00705257,605
509527.21,6944217.03,43,605
509526.7,6944216.97,42.74211376,605
509526.19,6944216.9,42.50683135,605
509526.17,6944216.9,42.5,605
509525.67,6944216.83,42.36864799,605
509525.16,6944216.77,42.24972087,605
509524.64,6944216.7,42.14757258,605
509524.13,6944216.63,42.07863357,605
509523.61,6944216.57,42.05402358,605
509523.1,6944216.5,42.11839667,605
509522.59,6944216.43,42.45305295,605
509522.55,6944216.43,42.5,605
509522.39,6944216.41,43,605
509522.35,6944216.4,43.5,605
509522.59,6944216.43,43.5,605
509522.26,6944216.39,43.5,605
509522.3,6944216.4,43,605
509522.44,6944216.41,42.5,605
509522.59,6944216.43,42.28493658,605
509523.06,6944216.49,42,605
509523.1,6944216.5,41.9862183,605
509523.61,6944216.57,41.94401167,605
509524.13,6944216.63,41.96221261,605
509524.54,6944216.69,42,605
509524.64,6944216.7,42.01300552,605
509525.16,6944216.77,42.11434771,605
509525.67,6944216.83,42.23068232,605
509526.19,6944216.9,42.36172329,605
509526.68,6944216.96,42.5,605
509526.7,6944216.97,42.51040277,605
509527.22,6944217.03,42.76213046,605
509527.65,6944217.09,43,605
509527.73,6944217.1,43.08803842,605
509528.12,6944217.15,43.5,605
509528.18,6944217.16,44,605
509527.73,6944217.1,44,605
509527.84,6944217.11,44,605
509540.6,6944218.77,43.81235756,610
509540.36,6944218.74,43.5,610
509540.08,6944218.7,43.22320742,610
509539.82,6944218.67,43,610
509539.57,6944218.63,42.88518219,610
509539.05,6944218.57,42.73240673,610
509538.54,6944218.5,42.66068577,610
509538.02,6944218.43,42.61221477,610
509537.51,6944218.37,42.56121334,610
509537.01,6944218.3,42.5,610
509536.99,6944218.3,42.49807072,610
509536.48,6944218.23,42.45860969,610
509535.96,6944218.17,42.41827032,610
509535.45,6944218.1,42.40106513,610
509534.94,6944218.03,42.44648035,610
509534.71,6944218,42.5,610
509534.42,6944217.97,42.60562526,610
509533.91,6944217.9,42.88118245,610
509533.71,6944217.87,43,610
509533.39,6944217.83,43.36359234,610
509533.29,6944217.82,43.5,610
509533.15,6944217.8,44,610
509533.39,6944217.83,44,610
509532.88,6944217.77,44,610
509532.81,6944217.76,44,610
509532.88,6944217.77,43.81196107,610
509532.99,6944217.78,43.5,610
509533.38,6944217.83,43,610
509533.39,6944217.83,42.99266755,610
509533.91,6944217.9,42.68894963,610
509534.28,6944217.95,42.5,610
509534.42,6944217.97,42.45326345,610
509534.94,6944218.03,42.33291326,610
509535.45,6944218.1,42.29834447,610
509535.96,6944218.17,42.32354231,610
509536.48,6944218.23,42.37071743,610
509536.99,6944218.3,42.41754595,610
509537.51,6944218.37,42.47054373,610
509537.84,6944218.41,42.5,610
509538.02,6944218.43,42.51944887,610
509538.54,6944218.5,42.57454298,610
509539.05,6944218.57,42.64984503,610
509539.57,6944218.63,42.80343996,610
509539.99,6944218.69,43,610
509540.08,6944218.7,43.07448862,610
509540.51,6944218.76,43.5,610
509540.6,6944218.77,43.61158815,610
509540.86,6944218.8,44,610
509540.6,6944218.77,44,610
509540.72,6944218.78,44,610
509528.18,6944217.16,44,610
509528.12,6944217.15,43.5,610
509527.73,6944217.1,43.08803842,610
509527.65,6944217.09,43,610
509527.22,6944217.03,42.76213046,610
509526.7,6944216.97,42.51040277,610
509526.68,6944216.96,42.5,610
509526.19,6944216.9,42.36172329,610
509525.67,6944216.83,42.23068232,610
509525.16,6944216.77,42.11434771,610
509524.64,6944216.7,42.01300552,610
509524.54,6944216.69,42,610
509524.13,6944216.63,41.96221261,610
509523.61,6944216.57,41.94401167,610
509523.1,6944216.5,41.9862183,610
509523.06,6944216.49,42,610
509522.59,6944216.43,42.28493658,610
509522.44,6944216.41,42.5,610
509522.3,6944216.4,43,610
509522.26,6944216.39,43.5,610
509522.58,6944216.43,43.5,610
509522.17,6944216.38,43.5,610
509522.21,6944216.38,43,610
509522.32,6944216.4,42.5,610
509522.59,6944216.43,42.11682021,610
509522.78,6944216.46,42,610
509523.1,6944216.5,41.88863767,610
509523.61,6944216.57,41.84972058,610
509524.13,6944216.63,41.8676577,610
509524.64,6944216.7,41.91382166,610
509525.16,6944216.77,41.9847797,610
509525.25,6944216.78,42,610
509525.67,6944216.83,42.09271665,610
509526.19,6944216.9,42.21908995,610
509526.7,6944216.97,42.35838194,610
509527.18,6944217.03,42.5,610
509527.22,6944217.03,42.52033964,610
509527.73,6944217.1,42.79293027,610
509528.09,6944217.15,43,610
509528.25,6944217.17,43.1719941,610
509528.54,6944217.2,43.5,610
509528.67,6944217.22,44,610
509528.25,6944217.17,44,610
509527.73,6944217.1,44,610
509540.6,6944218.77,43.61158815,615
509540.51,6944218.76,43.5,615
509540.08,6944218.7,43.07448862,615
509539.99,6944218.69,43,615
509539.57,6944218.63,42.80343996,615
509539.05,6944218.57,42.64984503,615
509538.54,6944218.5,42.57454298,615
509538.02,6944218.43,42.51944887,615
509537.84,6944218.41,42.5,615
509537.51,6944218.37,42.47054373,615
509536.99,6944218.3,42.41754595,615
509536.48,6944218.23,42.37071743,615
509535.96,6944218.17,42.32354231,615
509535.45,6944218.1,42.29834447,615
509534.94,6944218.03,42.33291326,615
509534.42,6944217.97,42.45326345,615
509534.28,6944217.95,42.5,615
509533.91,6944217.9,42.68894963,615
509533.39,6944217.83,42.99266755,615
509533.38,6944217.83,43,615
509532.99,6944217.78,43.5,615
509532.88,6944217.77,43.81196107,615
509532.81,6944217.76,44,615
509532.88,6944217.77,44,615
509532.52,6944217.72,44,615
509532.68,6944217.74,43.5,615
509532.88,6944217.77,43.2486231,615
509533.07,6944217.79,43,615
509533.39,6944217.83,42.78737032,615
509533.9,6944217.9,42.5,615
509533.91,6944217.9,42.4977858,615
509534.42,6944217.97,42.33119203,615
509534.94,6944218.03,42.21934617,615
509535.45,6944218.1,42.19562381,615
509535.96,6944218.17,42.22881429,615
509536.48,6944218.23,42.28282517,615
509536.99,6944218.3,42.33702117,615
509537.51,6944218.37,42.39520478,615
509538.02,6944218.43,42.44471086,615
509538.54,6944218.5,42.49115972,615
509538.61,6944218.51,42.5,615
509539.05,6944218.57,42.56728334,615
509539.57,6944218.63,42.72169774,615
509540.08,6944218.7,42.95780799,615
509540.16,6944218.71,43,615
509540.6,6944218.77,43.42987396,615
509540.66,6944218.77,43.5,615
509540.99,6944218.82,44,615
509540.6,6944218.77,44,615
509540.86,6944218.8,44,615
509528.67,6944217.22,44,615
509528.54,6944217.2,43.5,615
509528.25,6944217.17,43.1719941,615
509528.09,6944217.15,43,615
509527.73,6944217.1,42.79293027,615
509527.22,6944217.03,42.52033964,615
509527.18,6944217.03,42.5,615
509526.7,6944216.97,42.35838194,615
509526.19,6944216.9,42.21908995,615
509525.67,6944216.83,42.09271665,615
509525.25,6944216.78,42,615
509525.16,6944216.77,41.9847797,615
509524.64,6944216.7,41.91382166,615
509524.13,6944216.63,41.8676577,615
509523.61,6944216.57,41.84972058,615
509523.1,6944216.5,41.88863767,615
509522.78,6944216.46,42,615
509522.59,6944216.43,42.11682021,615
509522.32,6944216.4,42.5,615
509522.21,6944216.38,43,615
509522.17,6944216.38,43.5,615
509522.6,6944216.43,43.5,615
509522.09,6944216.37,43.5,615
509522.12,6944216.37,43,615
509522.2,6944216.38,42.5,615
509522.54,6944216.43,42,615
509522.59,6944216.43,41.96639119,615
509523.1,6944216.5,41.79105704,615
509523.61,6944216.57,41.75542949,615
509524.13,6944216.63,41.77310278,615
509524.64,6944216.7,41.81842335,615
509525.16,6944216.77,41.88678317,615
509525.67,6944216.83,41.96692739,615
509525.87,6944216.86,42,615
509526.19,6944216.9,42.07645661,615
509526.7,6944216.97,42.21010701,615
509527.22,6944217.03,42.35790852,615
509527.66,6944217.09,42.5,615
509527.73,6944217.1,42.53515469,615
509528.25,6944217.17,42.82584344,615
509528.53,6944217.2,43,615
509528.76,6944217.23,43.25849799,615
509528.97,6944217.26,43.5,615
509529.14,6944217.28,44,615
509528.76,6944217.23,44,615
509528.25,6944217.17,44,615
509540.99,6944218.82,44,620
509540.66,6944218.77,43.5,620
509540.6,6944218.77,43.42987396,620
509540.16,6944218.71,43,620
509540.08,6944218.7,42.95780799,620
509539.57,6944218.63,42.72169774,620
509539.05,6944218.57,42.56728334,620
509538.61,6944218.51,42.5,620
509538.54,6944218.5,42.49115972,620
509538.02,6944218.43,42.44471086,620
509537.51,6944218.37,42.39520478,620
509536.99,6944218.3,42.33702117,620
509536.48,6944218.23,42.28282517,620
509535.96,6944218.17,42.22881429,620
509535.45,6944218.1,42.19562381,620
509534.94,6944218.03,42.21934617,620
509534.42,6944217.97,42.33119203,620
509533.91,6944217.9,42.4977858,620
509533.9,6944217.9,42.5,620
509533.39,6944217.83,42.78737032,620
509533.07,6944217.79,43,620
509532.88,6944217.77,43.2486231,620
509532.68,6944217.74,43.5,620
509532.52,6944217.72,44,620
509532.88,6944217.77,44,620
509532.36,6944217.7,44,620
509532.21,6944217.68,44,620
509532.36,6944217.7,43.51225529,620
509532.37,6944217.7,43.5,620
509532.74,6944217.75,43,620
509532.88,6944217.77,42.90767028,620
509533.39,6944217.83,42.58207309,620
509533.54,6944217.85,42.5,620
509533.91,6944217.9,42.36814272,620
509534.42,6944217.97,42.20912061,620
509534.94,6944218.03,42.10577908,620
509535.45,6944218.1,42.09290315,620
509535.96,6944218.17,42.13408628,620
509536.48,6944218.23,42.1949329,620
509536.99,6944218.3,42.2564964,620
509537.51,6944218.37,42.31986584,620
509538.02,6944218.43,42.37475512,620
509538.54,6944218.5,42.42550985,620
509539.05,6944218.57,42.48839627,620
509539.1,6944218.57,42.5,620
509539.57,6944218.63,42.63995552,620
509540.08,6944218.7,42.87327708,620
