Easting,Northing,Elevation,Chainage,Velocity,
512292.22,6940505.06,-1.12,0.24,155,
512292.22,6940505.06,-1.12,0.24,160,
512292.22,6940505.06,-1.22,0.24,160,
512292.22,6940505.06,-1.22,0.24,165,
512292.22,6940505.06,-1.34,0.24,165,
512292.22,6940505.06,-1.34,0.24,170,
512292.22,6940505.06,-1.48,0.24,170,
512292.22,6940505.06,-1.48,0.24,175,
512292.22,6940505.06,-1.68,0.24,175,
512292.22,6940505.06,-1.68,0.24,180,
512292.22,6940505.06,-1.68,0.24,180,
512292.22,6940505.06,-1.68,0.24,180,
512292.22,6940505.06,-3.59,0.24,180,
512292.22,6940505.06,-3.59,0.24,185,
512292.22,6940505.06,-3.82,0.24,185,
512292.22,6940505.06,-3.82,0.24,190,
512292.22,6940505.06,-4.01,0.24,190,
512292.22,6940505.06,-4.01,0.24,195,
512292.22,6940505.06,-4.16,0.24,195,
512292.22,6940505.06,-4.16,0.24,200,
512292.22,6940505.06,-4.3,0.24,200,
512292.22,6940505.06,-4.3,0.24,205,
512292.22,6940505.06,-4.3,0.24,205,
512292.22,6940505.06,-4.3,0.24,205,
512292.22,6940505.06,-4.44,0.24,205,
512292.22,6940505.06,-4.44,0.24,210,
512292.22,6940505.06,-4.56,0.24,210,
512292.22,6940505.06,-4.56,0.24,215,
512292.22,6940505.06,-4.69,0.24,215,
512292.22,6940505.06,-4.69,0.24,220,
512292.22,6940505.06,-4.8,0.24,220,
512292.22,6940505.06,-4.8,0.24,225,
512292.22,6940505.06,-4.92,0.24,225,
512292.22,6940505.06,-4.92,0.24,230,
512292.22,6940505.06,-4.92,0.24,230,
512292.22,6940505.06,-4.92,0.24,230,
512292.22,6940505.06,-5.04,0.24,230,
512292.22,6940505.06,-5.04,0.24,235,
512292.22,6940505.06,-5.15,0.24,235,
512292.22,6940505.06,-5.15,0.24,240,
512292.22,6940505.06,-5.27,0.24,240,
512292.22,6940505.06,-5.27,0.24,245,
512292.22,6940505.06,-5.38,0.24,245,
512292.22,6940505.06,-5.38,0.24,250,
512292.22,6940505.06,-5.5,0.24,250,
512292.22,6940505.06,-5.5,0.24,255,
512292.22,6940505.06,-5.5,0.24,255,
512292.22,6940505.06,-5.5,0.24,255,
512292.22,6940505.06,-5.62,0.24,255,
512292.22,6940505.06,-5.62,0.24,260,
512292.22,6940505.06,-5.74,0.24,260,
512292.22,6940505.06,-5.74,0.24,265,
512292.22,6940505.06,-5.87,0.24,265,
512292.22,6940505.06,-5.87,0.24,270,
512292.22,6940505.06,-6.01,0.24,270,
512292.22,6940505.06,-6.01,0.24,275,
512292.22,6940505.06,-6.15,0.24,275,
512292.22,6940505.06,-6.15,0.24,280,
512292.22,6940505.06,-6.15,0.24,280,
512292.22,6940505.06,-6.15,0.24,280,
512292.22,6940505.06,-6.3,0.24,280,
512292.22,6940505.06,-6.3,0.24,285,
512292.22,6940505.06,-6.45,0.24,285,
512292.22,6940505.06,-6.45,0.24,290,
512292.22,6940505.06,-6.62,0.24,290,
512292.22,6940505.06,-6.62,0.24,295,
512292.22,6940505.06,-6.81,0.24,295,
512292.22,6940505.06,-6.81,0.24,300,
512292.22,6940505.06,-7.01,0.24,300,
512292.22,6940505.06,-7.01,0.24,305,
512292.22,6940505.06,-7.01,0.24,305,
512292.22,6940505.06,-7.01,0.24,305,
512292.22,6940505.06,-7.23,0.24,305,
512292.22,6940505.06,-7.23,0.24,310,
512292.22,6940505.06,-7.49,0.24,310,
512292.22,6940505.06,-7.49,0.24,315,
