column_3,column_4,column_1,column,column_2
515692.4201,6937270.698,6.799432206,99.0,175.0
515693.1021,6937269.967,6.797536361,100.0,175.0
515693.7841,6937269.235,6.800238858,101.0,175.0
515694.4662,6937268.504,6.802812643,102.0,175.0
515695.1482,6937267.773,6.805270991,103.0,175.0
515695.8302,6937267.041,6.817845801,104.0,175.0
515696.5122,6937266.31,6.846172946,105.0,175.0
515697.1943,6937265.579,6.878275524,106.0,175.0
515697.8763,6937264.847,6.907606431,107.0,175.0
515698.5583,6937264.116,6.935331883,108.0,175.0
515699.2403,6937263.385,6.960313111,109.0,175.0
515699.6338,6937262.963,7.0,109.5769208,175.0
515699.9223,6937262.653,7.05183204,110.0,175.0
515700.6044,6937261.922,7.204190007,111.0,175.0
515701.2864,6937261.191,7.312213739,112.0,175.0
515701.9684,6937260.459,7.465154597,113.0,175.0
515702.0892,6937260.33,7.5,113.177092,175.0
515702.6504,6937259.728,7.686575084,114.0,175.0
515703.3324,6937258.997,7.913156463,115.0,175.0
515703.5862,6937258.725,8.0,115.3721259,175.0
515704.0145,6937258.265,8.128011809,116.0,175.0
515704.6965,6937257.534,8.293443092,117.0,175.0
515705.3669,6937256.815,8.5,117.9829891,175.0
515705.3785,6937256.803,8.502483505,118.0,175.0
515706.0605,6937256.071,8.590835231,119.0,175.0
515706.7425,6937255.34,8.658264562,120.0,175.0
515707.4246,6937254.609,8.73367184,121.0,175.0
515708.1066,6937253.877,8.837738375,122.0,175.0
515708.7886,6937253.146,8.999460017,123.0,175.0
515708.7932,6937253.141,9.0,123.0067264,175.0
515709.4706,6937252.415,9.037020518,124.0,175.0
515710.1527,6937251.683,9.058265739,125.0,175.0
515710.8347,6937250.952,9.078401829,126.0,175.0
515711.5167,6937250.221,9.109654664,127.0,175.0
515712.1987,6937249.489,9.143234305,128.0,175.0
515712.8807,6937248.758,9.178313926,129.0,175.0
515713.5628,6937248.027,9.17702012,130.0,175.0
515714.2448,6937247.295,9.169440815,131.0,175.0
515714.9268,6937246.564,9.153676175,132.0,175.0
515715.6088,6937245.833,9.133929031,133.0,175.0
515716.2908,6937245.101,9.110941263,134.0,175.0
515716.9729,6937244.37,9.027324611,135.0,175.0
515717.198,6937244.129,9.0,135.330058,175.0
515717.6549,6937243.639,8.955947633,136.0,175.0
515718.3369,6937242.907,8.898487964,137.0,175.0
515719.0189,6937242.176,8.83940324,138.0,175.0
515719.701,6937241.445,8.773076864,139.0,175.0
515720.383,6937240.713,8.694422219,140.0,175.0
515721.065,6937239.982,8.588664901,141.0,175.0
515721.5898,6937239.419,8.5,141.7694435,175.0
515721.747,6937239.251,8.485572193,142.0,175.0
515722.429,6937238.519,8.446962977,143.0,175.0
515723.1111,6937237.788,8.403964056,144.0,175.0
515723.1111,6937237.788,10.0,144.0,175.0
515679.9884,6937284.029,11.0,80.7722159,180.0
515679.4617,6937284.593,10.76763681,80.0,180.0
515678.7797,6937285.325,10.53069607,79.0,180.0
515678.7064,6937285.403,10.5,78.89250209,180.0
515678.0977,6937286.056,10.33343387,78.0,180.0
515677.4156,6937286.787,10.15932138,77.0,180.0
515676.7336,6937287.519,10.0505003,76.0,180.0
515676.3934,6937287.884,10.0,75.50118852,180.0
515676.0516,6937288.25,9.948627482,75.0,180.0
515675.3696,6937288.981,9.874470324,74.0,180.0
515674.6876,6937289.713,9.832833394,73.0,180.0
515674.0055,6937290.444,9.796382248,72.0,180.0
515673.3235,6937291.175,9.760945108,71.0,180.0
