Easting,Northing,Elevation,Chainage,Velocity
512243.94,6940524.05,4.2,0,245
512243.94,6940524.05,4.2,0,245
512243.94,6940524.05,4.2,0,250
512243.94,6940524.05,4.19,0,245
512243.94,6940524.05,4.19,0,250
512243.94,6940524.05,3.73,0,250
512243.94,6940524.05,3.73,0,255
512243.94,6940524.05,3.47,0,255
512243.94,6940524.05,3.47,0,260
512243.94,6940524.05,3.47,0,260
512243.94,6940524.05,3.28,0,260
512243.94,6940524.05,3.28,0,265
512243.94,6940524.05,3.09,0,265
512243.94,6940524.05,3.09,0,270
512243.94,6940524.05,2.91,0,270
512243.94,6940524.05,2.91,0,275
512243.94,6940524.05,2.74,0,275
512243.94,6940524.05,2.74,0,280
512243.94,6940524.05,2.53,0,280
512243.94,6940524.05,2.53,0,285
512243.94,6940524.05,2.29,0,285
512243.94,6940524.05,2.29,0,290
512243.94,6940524.05,1.88,0,290
512243.94,6940524.05,1.88,0,295
512243.94,6940524.05,1.73,0,290
512243.94,6940524.05,1.73,0,295
512243.94,6940524.05,1.27,0,285
512243.94,6940524.05,1.27,0,290
512243.94,6940524.05,1.09,0,280
512243.94,6940524.05,1.09,0,285
512243.94,6940524.05,0.93,0,275
512243.94,6940524.05,0.93,0,280
512243.94,6940524.05,0.81,0,270
512243.94,6940524.05,0.81,0,275
512243.94,6940524.05,0.68,0,265
512243.94,6940524.05,0.68,0,270
512243.94,6940524.05,0.58,0,260
512243.94,6940524.05,0.58,0,265
512243.94,6940524.05,0.48,0,255
512243.94,6940524.05,0.48,0,260
512243.94,6940524.05,0.48,0,260
512243.94,6940524.05,0.38,0,250
512243.94,6940524.05,0.38,0,255
512243.94,6940524.05,0.29,0,245
512243.94,6940524.05,0.29,0,250
512243.94,6940524.05,0.19,0,240
512243.94,6940524.05,0.19,0,245
512243.94,6940524.05,0.1,0,235
512243.94,6940524.05,0.1,0,240
512243.94,6940524.05,0.02,0,230
512243.94,6940524.05,0.02,0,235
512243.94,6940524.05,-0.07,0,225
512243.94,6940524.05,-0.07,0,230
512243.94,6940524.05,-0.16,0,220
512243.94,6940524.05,-0.16,0,225
512243.94,6940524.05,-0.24,0,215
512243.94,6940524.05,-0.24,0,220
512243.94,6940524.05,-0.33,0,210
512243.94,6940524.05,-0.33,0,215
512243.94,6940524.05,-0.42,0,205
512243.94,6940524.05,-0.42,0,210
512243.94,6940524.05,-0.42,0,210
512243.94,6940524.05,-0.51,0,200
512243.94,6940524.05,-0.51,0,205
512243.94,6940524.05,-0.6,0,195
512243.94,6940524.05,-0.6,0,200
512243.94,6940524.05,-0.69,0,190
512243.94,6940524.05,-0.69,0,195
512243.94,6940524.05,-0.78,0,185
512243.94,6940524.05,-0.78,0,190
512243.94,6940524.05,-0.88,0,180
512243.94,6940524.05,-0.88,0,185
512243.94,6940524.05,-0.99,0,175
512243.94,6940524.05,-0.99,0,180
512243.94,6940524.05,-1.09,0,170
512243.94,6940524.05,-1.09,0,175
512243.94,6940524.05,-1.21,0,165
512243.94,6940524.05,-1.21,0,170
512243.94,6940524.05,-1.32,0,160
512243.94,6940524.05,-1.32,0,165
512243.94,6940524.05,-1.46,0,155
512243.94,6940524.05,-1.46,0,160
512243.94,6940524.05,-1.46,0,160
512243.94,6940524.05,-1.61,0,150
512243.94,6940524.05,-1.61,0,155
512243.94,6940524.05,-1.78,0,150
512243.94,6940524.05,-3.27,0,150
512243.94,6940524.05,-3.46,0,150
512243.94,6940524.05,-3.46,0,155
512243.94,6940524.05,-3.61,0,155
512243.94,6940524.05,-3.61,0,160
512243.94,6940524.05,-3.61,0,160
512243.94,6940524.05,-3.75,0,160
512243.94,6940524.05,-3.75,0,165
512243.94,6940524.05,-3.88,0,165
512243.94,6940524.05,-3.88,0,170
512243.94,6940524.05,-4,0,170
512243.94,6940524.05,-4,0,175
512243.94,6940524.05,-4.12,0,175
512243.94,6940524.05,-4.12,0,180
512243.94,6940524.05,-4.23,0,180
512243.94,6940524.05,-4.23,0,185
512243.94,6940524.05,-4.33,0,185
512243.94,6940524.05,-4.33,0,190
512243.94,6940524.05,-4.44,0,190
512243.94,6940524.05,-4.44,0,195
512243.94,6940524.05,-4.54,0,195
512243.94,6940524.05,-4.54,0,200
512243.94,6940524.05,-4.64,0,200
512243.94,6940524.05,-4.64,0,205
512243.94,6940524.05,-4.73,0,205
512243.94,6940524.05,-4.73,0,210
512243.94,6940524.05,-4.73,0,210
512243.94,6940524.05,-4.83,0,210
512243.94,6940524.05,-4.83,0,215
512243.94,6940524.05,-4.92,0,215
512243.94,6940524.05,-4.92,0,220
512243.94,6940524.05,-5.02,0,220
512243.94,6940524.05,-5.02,0,225
512243.94,6940524.05,-5.11,0,225
512243.94,6940524.05,-5.11,0,230
512243.94,6940524.05,-5.2,0,230
512243.94,6940524.05,-5.2,0,235
512243.94,6940524.05,-5.29,0,235
512243.94,6940524.05,-5.29,0,240
512243.94,6940524.05,-5.39,0,240
512243.94,6940524.05,-5.39,0,245
512243.94,6940524.05,-5.48,0,245
512243.94,6940524.05,-5.48,0,250
512243.94,6940524.05,-5.57,0,250
512243.94,6940524.05,-5.57,0,255
