X,Y,Z,Vp
509480.0699,6944421.704,35.948801,390
509479.5776,6944421.616,35.943432,390
509479.0853,6944421.529,35.936179,390
509478.593,6944421.441,35.927676,390
509478.1007,6944421.354,35.922097,390
509477.6084,6944421.267,35.924199,390
509477.1161,6944421.179,35.939259,390
509476.6238,6944421.092,35.965034,390
509476.1485,6944421.007,36,390
509476.6238,6944421.092,36.104865,390
509477.1161,6944421.179,36.149237,390
509477.6084,6944421.267,36.167824,390
509478.1007,6944421.354,36.169667,390
509478.593,6944421.441,36.162492,390
509479.0853,6944421.529,36.150858,390
509479.5776,6944421.616,36.139378,390
509480.0699,6944421.704,36.129544,390
509480.5621,6944421.791,36.121572,390
509481.0544,6944421.879,36.124894,390
509481.5467,6944421.966,36.139184,390
509482.039,6944422.054,36.155071,390
509482.5313,6944422.141,36.16403,390
509483.0236,6944422.229,36.165493,390
509483.5159,6944422.316,36.159863,390
509484.0082,6944422.404,36.14757,390
509484.5005,6944422.491,36.129419,390
509484.9927,6944422.579,36.107343,390
509485.485,6944422.666,36.076868,390
509485.9773,6944422.754,36.038986,390
509486.3516,6944422.82,36,390
509485.9773,6944422.754,35.983723,390
509485.485,6944422.666,35.963425,390
509484.9927,6944422.579,35.942669,390
509484.5005,6944422.491,35.924889,390
509484.0082,6944422.404,35.908615,390
509483.5159,6944422.316,35.898364,390
509483.0236,6944422.229,35.8975,390
509541.4066,6944432.603,37.5,395
509541.3914,6944432.6,37,395
509541.1137,6944432.551,36.902873,395
509540.6214,6944432.463,36.962963,395
509540.2919,6944432.405,37,395
509540.1291,6944432.376,37.040885,395
509539.6368,6944432.288,37.140469,395
509539.1445,6944432.201,37.116216,395
509538.7203,6944432.125,37,395
509538.6522,6944432.113,36.991267,395
509538.16,6944432.026,36.949307,395
509537.6677,6944431.938,36.90217,395
509537.1754,6944431.851,36.881071,395
509536.6831,6944431.763,36.906694,395
509536.1908,6944431.676,36.963512,395
509536.0643,6944431.653,37,395
509536.1908,6944431.676,37.06111,395
509536.6831,6944431.763,37.118473,395
509537.1754,6944431.851,37.139685,395
509537.6677,6944431.938,37.133485,395
509537.9152,6944431.982,37.5,395
509544.7642,6944433.199,36.5,395
509545.052,6944433.25,36.589744,395
509545.274,6944433.29,37,395
509545.5443,6944433.338,37.197003,395
509546.0366,6944433.425,37.178062,395
509546.5289,6944433.513,37.120362,395
509546.725,6944433.548,37,395
509546.5289,6944433.513,36.886436,395
509546.0366,6944433.425,36.653542,395
509545.6095,6944433.349,36.5,395
509545.5443,6944433.338,36.488658,395
509545.052,6944433.25,36.462266,395
509552.2393,6944434.527,37,395
509552.4363,6944434.562,37.043921,395
509552.5784,6944434.588,37,395
509552.4363,6944434.562,36.977875,395
509489.6885,6944423.413,36.5,395
509489.9156,6944423.453,36.609395,395
509490.4079,6944423.541,36.556822,395
509490.9002,6944423.628,36.505474,395
509490.9508,6944423.637,36.5,395
509490.9002,6944423.628,36.496925,395
509490.4079,6944423.541,36.463672,395
509489.9156,6944423.453,36.413482,395
509482.5313,6944422.141,35.848916,395
509482.039,6944422.054,35.86821,395
509481.5467,6944421.966,35.88754,395
509481.0544,6944421.879,35.901418,395
509480.5621,6944421.791,35.906763,395
509480.0699,6944421.704,35.904778,395
509479.5776,6944421.616,35.901045,395
509479.0853,6944421.529,35.895195,395
509478.593,6944421.441,35.887906,395
509478.1007,6944421.354,35.883698,395
509477.6084,6944421.267,35.887533,395
509477.1161,6944421.179,35.904908,395
509476.6238,6944421.092,35.933144,395
509476.1315,6944421.004,35.971511,395
509475.9239,6944420.967,36,395
509476.1315,6944421.004,36.12173,395
509476.6238,6944421.092,36.200505,395
509477.1161,6944421.179,36.233634,395
509477.6084,6944421.267,36.249004,395
509478.1007,6944421.354,36.253294,395
509478.593,6944421.441,36.251843,395
509479.0853,6944421.529,36.247736,395
509479.5776,6944421.616,36.243813,395
509480.0699,6944421.704,36.240932,395
509480.5621,6944421.791,36.239178,395
509481.0544,6944421.879,36.24385,395
509481.5467,6944421.966,36.254442,395
509482.039,6944422.054,36.263511,395
509482.5313,6944422.141,36.264615,395
509483.0236,6944422.229,36.261723,395
509483.5159,6944422.316,36.254879,395
509484.0082,6944422.404,36.244167,395
509484.5005,6944422.491,36.229852,395
509484.9927,6944422.579,36.212893,395
509485.485,6944422.666,36.19043,395
509485.9773,6944422.754,36.162765,395
509486.4696,6944422.841,36.124914,395
509486.9619,6944422.929,36.075067,395
509487.3941,6944423.005,36,395
509486.9619,6944422.929,35.977694,395
509486.4696,6944422.841,35.955602,395
509485.9773,6944422.754,35.932044,395
509485.485,6944422.666,35.90939,395
509484.9927,6944422.579,35.886296,395
509484.5005,6944422.491,35.866601,395
509484.0082,6944422.404,35.848796,395
509483.5159,6944422.316,35.837955,395
509483.0236,6944422.229,35.837899,395
509541.4649,6944432.613,37.5,400
509541.5673,6944432.631,37,400
509541.1137,6944432.551,36.841355,400
509540.6214,6944432.463,36.906404,400
509540.1291,6944432.376,36.963227,400
509539.7773,6944432.313,37,400
509539.6368,6944432.288,37.029868,400
509539.1445,6944432.201,37.002644,400
509539.1349,6944432.199,37,400
509538.6522,6944432.113,36.938056,400
509538.16,6944432.026,36.89417,400
509537.6677,6944431.938,36.844631,400
509537.1754,6944431.851,36.823398,400
509536.6831,6944431.763,36.853049,400
509536.1908,6944431.676,36.915633,400
509535.8983,6944431.624,37,400
509536.1908,6944431.676,37.141296,400
509536.6831,6944431.763,37.186588,400
509537.1754,6944431.851,37.207423,400
509537.6677,6944431.938,37.211994,400
509537.8622,6944431.973,37.5,400
509544.5597,6944433.163,36.482654,400
509544.0674,6944433.075,36.478485,400
509543.5751,6944432.988,36.469223,400
509543.0828,6944432.9,36.458405,400
509542.7747,6944432.846,36.5,400
509543.0828,6944432.9,36.682606,400
509543.5751,6944432.988,36.614595,400
509544.0674,6944433.075,36.570137,400
509544.5597,6944433.163,36.552241,400
509545.052,6944433.25,36.687323,400
509545.2212,6944433.28,37,400
509545.5443,6944433.338,37.235485,400
509546.0366,6944433.425,37.219363,400
509546.5289,6944433.513,37.182931,400
509546.8269,6944433.566,37,400
509546.5289,6944433.513,36.827402,400
509546.0366,6944433.425,36.573183,400
509545.833,6944433.389,36.5,400
509545.5443,6944433.338,36.449803,400
509545.052,6944433.25,36.421238,400
509551.944,6944434.475,36.994814,400
509551.4518,6944434.388,36.993687,400
509550.9595,6944434.3,36.985191,400
509550.9089,6944434.291,37,400
509550.9595,6944434.3,37.036681,400
509551.4518,6944434.388,37.013811,400
509551.944,6944434.475,37.012207,400
509552.4363,6944434.562,37.118489,400
509552.8195,6944434.631,37,400
509552.4363,6944434.562,36.940313,400
509526.8373,6944430.014,36.972749,400
509526.7551,6944429.999,37,400
509526.8373,6944430.014,37.061841,400
509527.3296,6944430.101,37.088883,400
509527.8219,6944430.189,37.097271,400
509528.035,6944430.227,37,400
509527.8219,6944430.189,36.962213,400
509527.3296,6944430.101,36.958103,400
509472.6598,6944420.387,37,400
509472.6855,6944420.392,37.023698,400
509472.7448,6944420.402,37,400
509472.6855,6944420.392,36.981413,400
509489.5335,6944423.385,36.5,400
509489.9156,6944423.453,36.684061,400
509490.4079,6944423.541,36.642906,400
509490.9002,6944423.628,36.599835,400
509491.3925,6944423.716,36.54773,400
509491.4255,6944423.722,36.5,400
509491.3925,6944423.716,36.473419,400
509490.9002,6944423.628,36.44392,400
509490.4079,6944423.541,36.408635,400
509489.9156,6944423.453,36.354431,400
509474.0902,6944420.641,36.5,400
509474.1624,6944420.654,36.555762,400
509474.3899,6944420.695,36.5,400
509474.1624,6944420.654,36.486915,400
509494.788,6944424.319,36.5,400
509494.8385,6944424.328,36.537949,400
509494.9664,6944424.351,36.5,400
509494.8385,6944424.328,36.470787,400
509507.4571,6944426.57,36.5,400
509507.638,6944426.602,36.530633,400
509507.7702,6944426.626,36.5,400
509507.638,6944426.602,36.479435,400
509498.2152,6944424.928,36.5,400
509498.2845,6944424.94,36.528148,400
509498.315,6944424.946,36.5,400
509498.2845,6944424.94,36.477086,400
509505.659,6944426.251,36.5,400
509505.6689,6944426.253,36.511179,400
509506.1612,6944426.34,36.502374,400
509506.1813,6944426.344,36.5,400
509506.1612,6944426.34,36.498248,400
509505.6689,6944426.253,36.495524,400
509483.0236,6944422.229,35.778299,400
509482.5313,6944422.141,35.791486,400
509482.039,6944422.054,35.813975,400
509481.5467,6944421.966,35.836597,400
509481.0544,6944421.879,35.853328,400
509480.5621,6944421.791,35.860918,400
509480.0699,6944421.704,35.860754,400
509479.5776,6944421.616,35.858659,400
509479.0853,6944421.529,35.85421,400
509478.593,6944421.441,35.848137,400
509478.1007,6944421.354,35.8453,400
509477.6084,6944421.267,35.850866,400
509477.1161,6944421.179,35.870558,400
509476.6238,6944421.092,35.901254,400
509476.1315,6944421.004,35.941863,400
509475.7078,6944420.929,36,400
509476.1315,6944421.004,36.248414,400
509476.6238,6944421.092,36.296145,400
509477.1161,6944421.179,36.318031,400
509477.6084,6944421.267,36.330184,400
509478.1007,6944421.354,36.336922,400
509478.593,6944421.441,36.341194,400
509479.0853,6944421.529,36.344614,400
509479.5776,6944421.616,36.348249,400
509480.0699,6944421.704,36.352321,400
509480.5621,6944421.791,36.356784,400
509481.0544,6944421.879,36.362806,400
509481.5467,6944421.966,36.369699,400
509482.039,6944422.054,36.371951,400
509482.5313,6944422.141,36.3652,400
509483.0236,6944422.229,36.357952,400
509483.5159,6944422.316,36.349896,400
509484.0082,6944422.404,36.340764,400
509484.5005,6944422.491,36.330286,400
509484.9927,6944422.579,36.318442,400
509485.485,6944422.666,36.303992,400
509485.9773,6944422.754,36.286543,400
509486.4696,6944422.841,36.263607,400
509486.9619,6944422.929,36.233495,400
509487.4542,6944423.016,36.182187,400
509487.807,6944423.079,36,400
509487.4542,6944423.016,35.957884,400
509486.9619,6944422.929,35.930616,400
509486.4696,6944422.841,35.906306,400
509485.9773,6944422.754,35.880365,400
509485.485,6944422.666,35.855355,400
509484.9927,6944422.579,35.829923,400
509484.5005,6944422.491,35.808312,400
509484.0082,6944422.404,35.788977,400
509483.5159,6944422.316,35.777546,400
509496.3154,6944424.591,35.993847,400
509496.2786,6944424.584,36,400
509496.3154,6944424.591,36.024667,400
509496.8077,6944424.678,36.108042,400
509497.1578,6944424.74,36,400
509496.8077,6944424.678,35.964289,400
509541.606,6944432.638,37.177443,405
509542.0983,6944432.726,37.070865,405
509542.4005,6944432.779,37,405
509542.5906,6944432.813,36.833488,405
509543.0828,6944432.9,36.867157,405
509543.5751,6944432.988,36.788866,405
509544.0674,6944433.075,36.733172,405
509544.5597,6944433.163,36.702979,405
509545.052,6944433.25,36.784902,405
509545.1684,6944433.271,37,405
509545.5443,6944433.338,37.273966,405
509546.0366,6944433.425,37.260663,405
509546.5289,6944433.513,37.2455,405
509546.9289,6944433.584,37,405
509546.5289,6944433.513,36.768367,405
509546.0461,6944433.427,36.5,405
509546.0366,6944433.425,36.496539,405
509545.5443,6944433.338,36.410948,405
509545.052,6944433.25,36.38021,405
509544.5597,6944433.163,36.432604,405
509544.0674,6944433.075,36.428472,405
509543.5751,6944432.988,36.422419,405
509543.0828,6944432.9,36.416367,405
509542.5906,6944432.813,36.482098,405
509542.4782,6944432.793,36.5,405
509542.0983,6944432.726,36.904901,405
509541.606,6944432.638,36.894836,405
509541.1137,6944432.551,36.779836,405
509540.6214,6944432.463,36.849845,405
509540.1291,6944432.376,36.908876,405
509539.6368,6944432.288,36.959597,405
509539.1445,6944432.201,36.946661,405
509538.6522,6944432.113,36.884845,405
509538.16,6944432.026,36.839033,405
509537.6677,6944431.938,36.787093,405
509537.1754,6944431.851,36.765726,405
509536.6831,6944431.763,36.799405,405
509536.1908,6944431.676,36.867755,405
509535.7324,6944431.594,37,405
509536.1908,6944431.676,37.221481,405
509536.6831,6944431.763,37.254703,405
509537.1754,6944431.851,37.275161,405
509537.6677,6944431.938,37.290503,405
509537.8091,6944431.963,37.5,405
509541.5232,6944432.623,37.5,405
509529.2566,6944430.444,37.5,405
509529.2988,6944430.451,37.5,405
509529.3067,6944430.453,37.5,405
509529.2988,6944430.451,37.48824,405
509535.1876,6944431.498,37.5,405
509535.2062,6944431.501,37.5,405
509535.2589,6944431.51,37.5,405
509535.2062,6944431.501,37.471399,405
509526.8373,6944430.014,36.920271,405
509526.5969,6944429.971,37,405
509526.8373,6944430.014,37.180929,405
509527.3296,6944430.101,37.204492,405
509527.8219,6944430.189,37.227,405
509528.3142,6944430.276,37.004816,405
509528.3183,6944430.277,37,405
509528.3142,6944430.276,36.999087,405
509527.8219,6944430.189,36.911817,405
509527.3296,6944430.101,36.903608,405
509551.944,6944434.475,36.95075,405
509551.4518,6944434.388,36.952097,405
509550.9595,6944434.3,36.950503,405
509550.7905,6944434.27,37,405
509550.9595,6944434.3,37.1226,405
509551.4518,6944434.388,37.104795,405
509551.944,6944434.475,37.115923,405
509552.4363,6944434.562,37.193056,405
509552.9286,6944434.65,37.060182,405
509553.001,6944434.663,37,405
509552.9286,6944434.65,36.978654,405
509552.4363,6944434.562,36.902751,405
509472.5636,6944420.37,37,405
509472.6855,6944420.392,37.112373,405
509472.9668,6944420.442,37,405
509472.6855,6944420.392,36.911862,405
509489.4233,6944423.366,36.463784,405
509488.9311,6944423.278,36.497311,405
509488.9094,6944423.275,36.5,405
509488.9311,6944423.278,36.50209,405
509489.4233,6944423.366,36.541488,405
509489.9156,6944423.453,36.758727,405
509490.4079,6944423.541,36.72899,405
509490.9002,6944423.628,36.694195,405
509491.3925,6944423.716,36.644381,405
509491.4923,6944423.733,36.5,405
509491.3925,6944423.716,36.419594,405
509490.9002,6944423.628,36.390914,405
509490.4079,6944423.541,36.353599,405
509489.9156,6944423.453,36.29538,405
509473.8754,6944420.603,36.5,405
509474.1624,6944420.654,36.721549,405
509474.6547,6944420.742,36.594345,405
509475.0351,6944420.809,36.5,405
509474.6547,6944420.742,36.461254,405
509474.1624,6944420.654,36.448011,405
509507.1458,6944426.515,36.441956,405
509506.6535,6944426.427,36.440567,405
509506.1612,6944426.34,36.413699,405
509505.6689,6944426.253,36.433805,405
509505.5232,6944426.227,36.5,405
509505.6689,6944426.253,36.665311,405
509506.1612,6944426.34,36.616914,405
509506.6535,6944426.427,36.566922,405
509507.1458,6944426.515,36.56563,405
509507.638,6944426.602,36.640388,405
509508.1303,6944426.69,36.553153,405
509508.1642,6944426.696,36.5,405
509508.1303,6944426.69,36.485507,405
509507.638,6944426.602,36.405753,405
509494.6688,6944424.298,36.5,405
509494.8385,6944424.328,36.627382,405
509495.2676,6944424.404,36.5,405
509494.8385,6944424.328,36.40194,405
509498.0033,6944424.89,36.5,405
509498.2845,6944424.94,36.614089,405
509498.4079,6944424.962,36.5,405
509498.2845,6944424.94,36.407125,405
509483.0236,6944422.229,35.718698,405
509482.5313,6944422.141,35.734056,405
509482.039,6944422.054,35.759741,405
509481.5467,6944421.966,35.785655,405
509481.0544,6944421.879,35.805237,405
509480.5621,6944421.791,35.815073,405
509480.0699,6944421.704,35.816731,405
509479.5776,6944421.616,35.816272,405
509479.0853,6944421.529,35.813226,405
509478.593,6944421.441,35.808367,405
509478.1007,6944421.354,35.806902,405
509477.6084,6944421.267,35.8142,405
509477.1161,6944421.179,35.836207,405
509476.6238,6944421.092,35.869364,405
509476.1315,6944421.004,35.912215,405
509475.6393,6944420.917,35.980217,405
509475.5531,6944420.901,36,405
509475.6393,6944420.917,36.248021,405
509476.1315,6944421.004,36.375099,405
509476.6238,6944421.092,36.391785,405
509477.1161,6944421.179,36.402428,405
509477.6084,6944421.267,36.411364,405
509478.1007,6944421.354,36.420549,405
509478.593,6944421.441,36.430545,405
509479.0853,6944421.529,36.441493,405
509479.5776,6944421.616,36.452684,405
509480.0699,6944421.704,36.463709,405
509480.5621,6944421.791,36.474389,405
509481.0544,6944421.879,36.481762,405
509481.5467,6944421.966,36.484956,405
509482.039,6944422.054,36.480391,405
509482.5313,6944422.141,36.465785,405
509483.0236,6944422.229,36.454182,405
509483.5159,6944422.316,36.444913,405
509484.0082,6944422.404,36.437361,405
509484.5005,6944422.491,36.430719,405
509484.9927,6944422.579,36.423992,405
509485.485,6944422.666,36.417554,405
509485.9773,6944422.754,36.410322,405
509486.4696,6944422.841,36.402299,405
509486.9619,6944422.929,36.391923,405
509487.4542,6944423.016,36.377232,405
509487.9465,6944423.103,36.278715,405
509488.1536,6944423.14,36,405
509487.9465,6944423.103,35.971321,405
509487.4542,6944423.016,35.912796,405
509486.9619,6944422.929,35.883539,405
509486.4696,6944422.841,35.857011,405
509485.9773,6944422.754,35.828686,405
509485.485,6944422.666,35.80132,405
509484.9927,6944422.579,35.77355,405
509484.5005,6944422.491,35.750024,405
509484.0082,6944422.404,35.729157,405
509483.5159,6944422.316,35.717137,405
509496.3154,6944424.591,35.947155,405
509495.9993,6944424.534,36,405
509496.3154,6944424.591,36.211843,405
509496.8077,6944424.678,36.2449,405
509497.3,6944424.765,36.132443,405
509497.4116,6944424.785,36,405
509497.3,6944424.765,35.968967,405
509496.8077,6944424.678,35.919054,405
509541.5816,6944432.634,37.5,410
509541.606,6944432.638,37.404894,410
509542.0983,6944432.726,37.289128,410
509542.5906,6944432.813,37.166591,410
509543.0828,6944432.9,37.055981,410
509543.3634,6944432.95,37,410
509543.5751,6944432.988,36.963138,410
509544.0674,6944433.075,36.896207,410
509544.5597,6944433.163,36.853716,410
509545.052,6944433.25,36.882482,410
509545.1156,6944433.262,37,410
509545.5443,6944433.338,37.312448,410
509546.0366,6944433.425,37.301964,410
509546.5289,6944433.513,37.308068,410
509546.9602,6944433.589,37.5,410
509547.0212,6944433.6,37.5,410
509547.0516,6944433.606,37.5,410
509547.0282,6944433.602,37,410
509547.0212,6944433.6,36.994554,410
509546.5289,6944433.513,36.709333,410
509546.1523,6944433.446,36.5,410
509546.0366,6944433.425,36.457789,410
509545.5443,6944433.338,36.372092,410
509545.052,6944433.25,36.339181,410
509544.5597,6944433.163,36.382554,410
509544.0674,6944433.075,36.37846,410
509543.5751,6944432.988,36.375615,410
509543.0828,6944432.9,36.374328,410
509542.5906,6944432.813,36.438305,410
509542.2034,6944432.744,36.5,410
509542.0983,6944432.726,36.611994,410
509541.606,6944432.638,36.760035,410
509541.1137,6944432.551,36.718318,410
509540.6214,6944432.463,36.793286,410
509540.1291,6944432.376,36.854524,410
509539.6368,6944432.288,36.904247,410
509539.1445,6944432.201,36.892051,410
509538.6522,6944432.113,36.831633,410
509538.16,6944432.026,36.783896,410
509537.6677,6944431.938,36.729554,410
509537.1754,6944431.851,36.708053,410
509536.6831,6944431.763,36.74576,410
509536.1908,6944431.676,36.819877,410
509535.6985,6944431.588,36.962892,410
509535.6094,6944431.573,37,410
509535.2062,6944431.501,37.368926,410
509535.1208,6944431.486,37.5,410
509535.4476,6944431.544,37.5,410
509535.6985,6944431.588,37.187222,410
509536.1908,6944431.676,37.301667,410
509536.6831,6944431.763,37.322817,410
509537.1754,6944431.851,37.342899,410
509537.6677,6944431.938,37.369011,410
509537.7561,6944431.954,37.5,410
509528.879,6944430.377,37.5,410
509529.3781,6944430.465,37.5,410
509529.2988,6944430.451,37.382863,410
509526.8373,6944430.014,36.867794,410
509526.4387,6944429.943,37,410
509526.345,6944429.926,37.281034,410
509526.3077,6944429.92,37.5,410
509526.345,6944429.926,37.5,410
509526.4511,6944429.945,37.5,410
509526.8373,6944430.014,37.300016,410
509527.3296,6944430.101,37.3201,410
509527.8219,6944430.189,37.356729,410
509528.3142,6944430.276,37.275505,410
509528.5484,6944430.318,37,410
509528.3142,6944430.276,36.9478,410
509527.8219,6944430.189,36.861421,410
509527.3296,6944430.101,36.849113,410
509551.944,6944434.475,36.906686,410
509551.4518,6944434.388,36.910507,410
509550.9595,6944434.3,36.915815,410
509550.672,6944434.249,37,410
509550.9595,6944434.3,37.208518,410
509551.4518,6944434.388,37.195779,410
509551.944,6944434.475,37.21964,410
509552.4363,6944434.562,37.267624,410
509552.9286,6944434.65,37.170057,410
509553.1332,6944434.686,37,410
509552.9286,6944434.65,36.939683,410
509552.4363,6944434.562,36.865189,410
509483.0236,6944422.229,35.659097,410
509482.5313,6944422.141,35.676626,410
509482.039,6944422.054,35.705507,410
509481.5467,6944421.966,35.734712,410
509481.0544,6944421.879,35.757146,410
509480.5621,6944421.791,35.769228,410
509480.0699,6944421.704,35.772707,410
509479.5776,6944421.616,35.773886,410
509479.0853,6944421.529,35.772241,410
509478.593,6944421.441,35.768598,410
509478.1007,6944421.354,35.768504,410
509477.6084,6944421.267,35.777533,410
509477.1161,6944421.179,35.801857,410
509476.6238,6944421.092,35.837474,410
509476.1315,6944421.004,35.882567,410
509475.6393,6944420.917,35.951241,410
509475.4269,6944420.879,36,410
509475.147,6944420.829,36.364916,410
509474.6547,6944420.742,36.397587,410
509474.1624,6944420.654,36.409107,410
509473.6701,6944420.567,36.498215,410
509473.658,6944420.565,36.5,410
509473.1778,6944420.479,36.986354,410
509472.6855,6944420.392,36.842312,410
509472.4673,6944420.353,37,410
509472.6855,6944420.392,37.201049,410
509473.1778,6944420.479,37.005705,410
509473.241,6944420.49,37,410
509473.6701,6944420.567,36.558592,410
509474.1624,6944420.654,36.887337,410
509474.6547,6944420.742,36.74937,410
509475.147,6944420.829,36.638419,410
509475.6393,6944420.917,36.557016,410
509476.1315,6944421.004,36.50285,410
509476.1792,6944421.013,36.5,410
509476.6238,6944421.092,36.487425,410
509477.1161,6944421.179,36.486824,410
509477.6084,6944421.267,36.492544,410
509477.9273,6944421.323,36.5,410
509478.1007,6944421.354,36.512915,410
509478.593,6944421.441,36.560292,410
509479.0853,6944421.529,36.611986,410
509479.5776,6944421.616,36.661237,410
509480.0699,6944421.704,36.706978,410
509480.5621,6944421.791,36.749785,410
509481.0544,6944421.879,36.781202,410
509481.5467,6944421.966,36.800354,410
509482.039,6944422.054,36.787314,410
509482.5313,6944422.141,36.723877,410
509483.0236,6944422.229,36.671497,410
509483.5159,6944422.316,36.632326,410
509484.0082,6944422.404,36.606115,410
509484.5005,6944422.491,36.589462,410
509484.9927,6944422.579,36.576915,410
509485.485,6944422.666,36.571489,410
509485.9773,6944422.754,36.568026,410
509486.4696,6944422.841,36.568794,410
509486.9619,6944422.929,36.569474,410
509487.4542,6944423.016,36.575674,410
509487.9465,6944423.103,36.594499,410
509488.4388,6944423.191,36.62411,410
509488.9311,6944423.278,36.660387,410
509489.4233,6944423.366,36.684649,410
509489.9156,6944423.453,36.833393,410
509490.4079,6944423.541,36.815073,410
509490.9002,6944423.628,36.788556,410
509491.3925,6944423.716,36.741032,410
509491.559,6944423.745,36.5,410
509491.3925,6944423.716,36.365768,410
509490.9002,6944423.628,36.337909,410
509490.4079,6944423.541,36.298562,410
