Easting,Northing,Elevation,Chainage,Velocity,,,,,,,
512272.13,6940510.57,1.01,12.96,220,,,,,,,
512272.13,6940510.57,1.01,12.96,225,,,,,,,
512272.13,6940510.57,0.91,12.96,215,,,,,,,
512272.13,6940510.57,0.91,12.96,220,,,,,,,
512272.13,6940510.57,0.81,12.96,210,,,,,,,
512272.13,6940510.57,0.81,12.96,215,,,,,,,
512272.13,6940510.57,0.71,12.96,205,,,,,,,
512272.13,6940510.57,0.71,12.96,210,,,,,,,
512272.13,6940510.57,0.71,12.96,210,,,,,,,
512272.13,6940510.57,0.63,12.96,200,,,,,,,
512272.13,6940510.57,0.63,12.96,205,,,,,,,
512272.13,6940510.57,0.54,12.96,195,,,,,,,
512272.13,6940510.57,0.54,12.96,200,,,,,,,
512272.13,6940510.57,0.45,12.96,190,,,,,,,
512272.13,6940510.57,0.45,12.96,195,,,,,,,
512272.13,6940510.57,0.37,12.96,185,,,,,,,
512272.13,6940510.57,0.37,12.96,190,,,,,,,
512272.13,6940510.57,0.29,12.96,180,,,,,,,
512272.13,6940510.57,0.29,12.96,185,,,,,,,
512272.13,6940510.57,0.29,12.96,185,,,,,,,
512272.13,6940510.57,0.2,12.96,175,,,,,,,
512272.13,6940510.57,0.2,12.96,180,,,,,,,
512272.13,6940510.57,0.11,12.96,170,,,,,,,
512272.13,6940510.57,0.11,12.96,175,,,,,,,
512272.13,6940510.57,0.03,12.96,165,,,,,,,
512272.13,6940510.57,0.03,12.96,170,,,,,,,
512272.13,6940510.57,-0.06,12.96,160,,,,,,,
512272.13,6940510.57,-0.06,12.96,165,,,,,,,
512272.13,6940510.57,-0.16,12.96,155,,,,,,,
512272.13,6940510.57,-0.16,12.96,160,,,,,,,
512272.13,6940510.57,-0.16,12.96,160,,,,,,,
512272.13,6940510.57,-0.26,12.96,150,,,,,,,
512272.13,6940510.57,-0.26,12.96,155,,,,,,,
512272.13,6940510.57,-0.35,12.96,150,,,,,,,
512272.13,6940510.57,-2.79,12.96,150,,,,,,,
512272.13,6940510.57,-2.93,12.96,150,,,,,,,
512272.13,6940510.57,-2.93,12.96,155,,,,,,,
512272.13,6940510.57,-3.06,12.96,155,,,,,,,
512272.13,6940510.57,-3.06,12.96,160,,,,,,,
512272.13,6940510.57,-3.06,12.96,160,,,,,,,
512272.13,6940510.57,-3.19,12.96,160,,,,,,,
512272.13,6940510.57,-3.19,12.96,165,,,,,,,
512272.13,6940510.57,-3.32,12.96,165,,,,,,,
512272.13,6940510.57,-3.32,12.96,170,,,,,,,
512272.13,6940510.57,-3.44,12.96,170,,,,,,,
512272.13,6940510.57,-3.44,12.96,175,,,,,,,
512272.13,6940510.57,-3.56,12.96,175,,,,,,,
512272.13,6940510.57,-3.56,12.96,180,,,,,,,
512272.13,6940510.57,-3.68,12.96,180,,,,,,,
512272.13,6940510.57,-3.68,12.96,185,,,,,,,
512272.13,6940510.57,-3.68,12.96,185,,,,,,,
512272.13,6940510.57,-3.79,12.96,185,,,,,,,
512272.13,6940510.57,-3.79,12.96,190,,,,,,,
512272.13,6940510.57,-3.91,12.96,190,,,,,,,
512272.13,6940510.57,-3.91,12.96,195,,,,,,,
512272.13,6940510.57,-4.02,12.96,195,,,,,,,
512272.13,6940510.57,-4.02,12.96,200,,,,,,,
512272.13,6940510.57,-4.13,12.96,200,,,,,,,
512272.13,6940510.57,-4.13,12.96,205,,,,,,,
512272.13,6940510.57,-4.25,12.96,205,,,,,,,
512272.13,6940510.57,-4.25,12.96,210,,,,,,,
512272.13,6940510.57,-4.25,12.96,210,,,,,,,
512272.13,6940510.57,-4.36,12.96,210,,,,,,,
512272.13,6940510.57,-4.36,12.96,215,,,,,,,
512272.13,6940510.57,-4.47,12.96,215,,,,,,,
512272.13,6940510.57,-4.47,12.96,220,,,,,,,
512272.13,6940510.57,-4.59,12.96,220,,,,,,,
512272.13,6940510.57,-4.59,12.96,225,,,,,,,
512272.13,6940510.57,-4.7,12.96,225,,,,,,,
512272.13,6940510.57,-4.7,12.96,230,,,,,,,
512272.13,6940510.57,-4.82,12.96,230,,,,,,,
512272.13,6940510.57,-4.82,12.96,235,,,,,,,
512272.13,6940510.57,-4.82,12.96,235,,,,,,,
512272.13,6940510.57,-4.94,12.96,235,,,,,,,
512272.13,6940510.57,-4.94,12.96,240,,,,,,,
512272.13,6940510.57,-5.06,12.96,240,,,,,,,
512272.13,6940510.57,-5.06,12.96,245,,,,,,,
512272.13,6940510.57,-5.18,12.96,245,,,,,,,
512272.13,6940510.57,-5.18,12.96,250,,,,,,,
512272.13,6940510.57,-5.3,12.96,250,,,,,,,
512272.13,6940510.57,-5.3,12.96,255,,,,,,,
512272.13,6940510.57,-5.43,12.96,255,,,,,,,
512272.13,6940510.57,-5.43,12.96,260,,,,,,,
512272.13,6940510.57,-5.43,12.96,260,,,,,,,
512272.13,6940510.57,-5.56,12.96,260,,,,,,,
512272.13,6940510.57,-5.56,12.96,265,,,,,,,
512272.13,6940510.57,-5.7,12.96,265,,,,,,,
512272.13,6940510.57,-5.7,12.96,270,,,,,,,
512272.13,6940510.57,-5.84,12.96,270,,,,,,,
512272.13,6940510.57,-5.84,12.96,275,,,,,,,
512272.13,6940510.57,-5.99,12.96,275,,,,,,,
512272.13,6940510.57,-5.99,12.96,280,,,,,,,
512272.13,6940510.57,-6.14,12.96,280,,,,,,,
512272.13,6940510.57,-6.14,12.96,285,,,,,,,
512272.13,6940510.57,-6.14,12.96,285,,,,,,,
512272.13,6940510.57,-6.3,12.96,285,,,,,,,
512272.13,6940510.57,-6.3,12.96,290,,,,,,,
512272.13,6940510.57,-6.47,12.96,290,,,,,,,
512272.13,6940510.57,-6.47,12.96,295,,,,,,,
512272.13,6940510.57,-6.65,12.96,295,,,,,,,
512272.13,6940510.57,-6.65,12.96,300,,,,,,,
512272.13,6940510.57,-6.84,12.96,300,,,,,,,
512272.13,6940510.57,-6.84,12.96,305,,,,,,,
512272.13,6940510.57,-7.04,12.96,305,,,,,,,
512272.13,6940510.57,-7.04,12.96,310,,,,,,,
512272.13,6940510.57,-7.04,12.96,310,,,,,,,
512272.13,6940510.57,-7.26,12.96,310,,,,,,,
512272.13,6940510.57,-7.26,12.96,315,,,,,,,
512272.13,6940510.57,-7.49,12.96,315,,,,,,,
512272.13,6940510.57,-7.49,12.96,320,,,,,,,
512272.13,6940510.57,-7.75,12.96,320,,,,,,,
512272.13,6940510.57,-7.75,12.96,325,,,,,,,
512272.13,6940510.57,-8.02,12.96,325,,,,,,,
512272.13,6940510.57,-8.02,12.96,330,,,,,,,
512272.13,6940510.57,-8.33,12.96,330,,,,,,,
512272.13,6940510.57,-8.33,12.96,335,,,,,,,
512272.13,6940510.57,-8.33,12.96,335,,,,,,,
512272.13,6940510.57,-8.67,12.96,335,,,,,,,
512272.13,6940510.57,-8.67,12.96,340,,,,,,,
512272.13,6940510.57,-9.06,12.96,340,,,,,,,
512272.13,6940510.57,-9.06,12.96,345,,,,,,,
512272.13,6940510.57,-9.5,12.96,345,,,,,,,
512272.13,6940510.57,-9.5,12.96,350,,,,,,,
512272.13,6940510.57,-10.03,12.96,350,,,,,,,
512272.13,6940510.57,-10.03,12.96,355,,,,,,,
512272.13,6940510.57,-10.69,12.96,355,,,,,,,
512272.13,6940510.57,-10.69,12.96,360,,,,,,,
512272.13,6940510.57,-10.69,12.96,360,,,,,,,
512272.13,6940510.57,-11.75,12.96,360,,,,,,,
512272.13,6940510.57,-11.75,12.96,365,,,,,,,
512272.13,6940510.57,-14.01,12.96,360,,,,,,,
512272.13,6940510.57,-14.01,12.96,365,,,,,,,
512272.13,6940510.57,-16.52,12.96,360,,,,,,,
512272.13,6940510.57,-16.52,12.96,365,,,,,,,
512272.13,6940510.57,-17.19,12.96,365,,,,,,,
512272.13,6940510.57,-17.19,12.96,370,,,,,,,
512272.13,6940510.57,-17.61,12.96,370,,,,,,,
512272.13,6940510.57,-17.61,12.96,375,,,,,,,
512272.13,6940510.57,-17.94,12.96,375,,,,,,,
512272.13,6940510.57,-17.94,12.96,380,,,,,,,
512272.13,6940510.57,-18.21,12.96,380,,,,,,,
512272.13,6940510.57,-18.21,12.96,385,,,,,,,
512272.13,6940510.57,-18.21,12.96,385,,,,,,,
512272.13,6940510.57,-18.45,12.96,385,,,,,,,
512272.13,6940510.57,-18.45,12.96,390,,,,,,,
512272.13,6940510.57,-18.67,12.96,390,,,,,,,
512272.13,6940510.57,-18.67,12.96,395,,,,,,,
512272.13,6940510.57,-18.86,12.96,395,,,,,,,
512272.13,6940510.57,-18.86,12.96,400,,,,,,,
512272.13,6940510.57,-19.04,12.96,400,,,,,,,
512272.13,6940510.57,-19.04,12.96,405,,,,,,,
512272.13,6940510.57,-19.21,12.96,405,,,,,,,
512272.13,6940510.57,-19.21,12.96,410,,,,,,,
512272.13,6940510.57,-19.21,12.96,410,,,,,,,
512272.13,6940510.57,-19.37,12.96,410,,,,,,,
512272.13,6940510.57,-19.37,12.96,415,,,,,,,
512272.13,6940510.57,-19.52,12.96,415,,,,,,,
512272.13,6940510.57,-19.52,12.96,420,,,,,,,
512272.13,6940510.57,-19.67,12.96,420,,,,,,,
512272.13,6940510.57,-19.67,12.96,425,,,,,,,
512272.13,6940510.57,-19.81,12.96,425,,,,,,,
512272.13,6940510.57,-19.81,12.96,430,,,,,,,
512272.13,6940510.57,-19.94,12.96,430,,,,,,,
512272.13,6940510.57,-19.94,12.96,435,,,,,,,
512272.13,6940510.57,-19.94,12.96,435,,,,,,,
512272.13,6940510.57,-20.07,12.96,435,,,,,,,
512272.13,6940510.57,-20.07,12.96,440,,,,,,,
512272.13,6940510.57,-20.2,12.96,440,,,,,,,
512272.13,6940510.57,-20.2,12.96,445,,,,,,,
512272.13,6940510.57,-20.32,12.96,445,,,,,,,
512272.13,6940510.57,-20.32,12.96,450,,,,,,,
512272.13,6940510.57,-20.44,12.96,450,,,,,,,
512272.13,6940510.57,-20.44,12.96,455,,,,,,,
512272.13,6940510.57,-20.56,12.96,455,,,,,,,
512272.13,6940510.57,-20.56,12.96,460,,,,,,,
512272.13,6940510.57,-20.56,12.96,460,,,,,,,
512272.13,6940510.57,-20.68,12.96,460,,,,,,,
512272.13,6940510.57,-20.68,12.96,465,,,,,,,
512272.13,6940510.57,-20.79,12.96,465,,,,,,,
512272.13,6940510.57,-20.79,12.96,470,,,,,,,
512272.13,6940510.57,-20.9,12.96,470,,,,,,,
512272.13,6940510.57,-20.9,12.96,475,,,,,,,
512272.13,6940510.57,-21.01,12.96,475,,,,,,,
512272.13,6940510.57,-21.01,12.96,480,,,,,,,
512272.13,6940510.57,-21.11,12.96,480,,,,,,,
512272.13,6940510.57,-21.11,12.96,485,,,,,,,
512272.13,6940510.57,-21.11,12.96,485,,,,,,,
512272.13,6940510.57,-21.22,12.96,485,,,,,,,
512272.13,6940510.57,-21.22,12.96,490,,,,,,,
512272.13,6940510.57,-21.32,12.96,490,,,,,,,
512272.13,6940510.57,-21.32,12.96,495,,,,,,,
512272.13,6940510.57,-21.43,12.96,495,,,,,,,
512272.13,6940510.57,-21.43,12.96,500,,,,,,,
512272.13,6940510.57,-21.53,12.96,500,,,,,,,
512272.13,6940510.57,-21.53,12.96,505,,,,,,,
512272.13,6940510.57,-21.63,12.96,505,,,,,,,
512272.13,6940510.57,-21.63,12.96,510,,,,,,,
512272.13,6940510.57,-21.63,12.96,510,,,,,,,
512272.13,6940510.57,-21.73,12.96,510,,,,,,,
512272.13,6940510.57,-21.73,12.96,515,,,,,,,
512272.13,6940510.57,-21.83,12.96,515,,,,,,,
512272.13,6940510.57,-21.83,12.96,520,,,,,,,
512272.13,6940510.57,-21.92,12.96,520,,,,,,,
512272.13,6940510.57,-21.92,12.96,525,,,,,,,
512272.13,6940510.57,-22.02,12.96,525,,,,,,,
512272.13,6940510.57,-22.02,12.96,530,,,,,,,
512272.13,6940510.57,-22.11,12.96,530,,,,,,,
512272.13,6940510.57,-22.11,12.96,535,,,,,,,
512272.13,6940510.57,-22.11,12.96,535,,,,,,,
512272.13,6940510.57,-22.21,12.96,535,,,,,,,
512272.13,6940510.57,-22.21,12.96,540,,,,,,,
512272.13,6940510.57,-22.3,12.96,540,,,,,,,
512272.13,6940510.57,-22.3,12.96,545,,,,,,,
512272.13,6940510.57,-22.39,12.96,545,,,,,,,
512272.13,6940510.57,-22.39,12.96,550,,,,,,,
512272.13,6940510.57,-22.49,12.96,550,,,,,,,
512272.13,6940510.57,-22.49,12.96,555,,,,,,,
512272.13,6940510.57,-22.58,12.96,555,,,,,,,
512272.13,6940510.57,-22.58,12.96,560,,,,,,,
512272.13,6940510.57,-22.58,12.96,560,,,,,,,
512272.13,6940510.57,-22.67,12.96,560,,,,,,,
512272.13,6940510.57,-22.67,12.96,565,,,,,,,
512272.13,6940510.57,-22.76,12.96,565,,,,,,,
512272.13,6940510.57,-22.76,12.96,570,,,,,,,
512272.13,6940510.57,-22.85,12.96,570,,,,,,,
512272.13,6940510.57,-22.85,12.96,575,,,,,,,
512272.13,6940510.57,-22.94,12.96,575,,,,,,,
512272.13,6940510.57,-22.94,12.96,580,,,,,,,
512272.13,6940510.57,-23.03,12.96,580,,,,,,,
512272.13,6940510.57,-23.03,12.96,585,,,,,,,
512272.13,6940510.57,-23.03,12.96,585,,,,,,,
512272.13,6940510.57,-23.13,12.96,585,,,,,,,
512272.13,6940510.57,-23.13,12.96,590,,,,,,,
512272.13,6940510.57,-23.22,12.96,590,,,,,,,
512272.13,6940510.57,-23.22,12.96,595,,,,,,,
512272.13,6940510.57,-23.31,12.96,595,,,,,,,
512272.13,6940510.57,-23.31,12.96,600,,,,,,,
512272.13,6940510.57,-23.41,12.96,600,,,,,,,
512272.13,6940510.57,-23.41,12.96,605,,,,,,,
512272.13,6940510.57,-23.5,12.96,605,,,,,,,
512272.13,6940510.57,-23.5,12.96,610,,,,,,,
512272.13,6940510.57,-23.5,12.96,610,,,,,,,
512272.13,6940510.57,-23.6,12.96,610,,,,,,,
512272.13,6940510.57,-23.6,12.96,615,,,,,,,
512272.13,6940510.57,-23.7,12.96,615,,,,,,,
512272.13,6940510.57,-23.7,12.96,620,,,,,,,
512272.13,6940510.57,-23.8,12.96,620,,,,,,,
512272.13,6940510.57,-23.8,12.96,625,,,,,,,
512272.13,6940510.57,-23.97,12.96,625,,,,,,,
512272.13,6940510.57,-23.97,12.96,630,,,,,,,
512272.13,6940510.57,-24.16,12.96,630,,,,,,,
512272.13,6940510.57,-24.16,12.96,635,,,,,,,
512272.13,6940510.57,-24.16,12.96,635,,,,,,,
512272.13,6940510.57,-24.34,12.96,635,,,,,,,
512272.13,6940510.57,-24.34,12.96,640,,,,,,,
512272.12,6940510.57,-21.82,12.97,515,,,,,,,
512272.12,6940510.57,-21.82,12.97,520,,,,,,,
512272.11,6940510.58,-11.81,12.98,360,,,,,,,
512272.11,6940510.58,-11.81,12.98,365,,,,,,,
512272.12,6940510.57,-22.11,12.98,530,,,,,,,
512272.12,6940510.57,-22.11,12.98,535,,,,,,,
512272.12,6940510.57,-22.11,12.98,535,,,,,,,
512272.11,6940510.58,-9.52,12.99,345,,,,,,,
512272.11,6940510.58,-9.52,12.99,350,,,,,,,
512272.08,6940510.6,-10.09,13.02,350,,,,,,,
512272.08,6940510.6,-10.09,13.02,355,,,,,,,
512272.07,6940510.62,-13.81,13.04,360,,,,,,,
512272.07,6940510.62,-13.81,13.04,365,,,,,,,
512272.05,6940510.63,-12.1,13.06,360,,,,,,,
512272.05,6940510.63,-12.1,13.06,365,,,,,,,
512272.04,6940510.64,0.21,13.08,175,,,,,,,
512272.04,6940510.64,0.21,13.08,180,,,,,,,
512272.04,6940510.64,-8.37,13.08,330,,,,,,,
512272.04,6940510.64,-8.37,13.08,335,,,,,,,
512272.04,6940510.64,-8.37,13.08,335,,,,,,,
512272.02,6940510.66,-24.11,13.1,630,,,,,,,
512272.02,6940510.66,-24.11,13.1,635,,,,,,,
512272.02,6940510.66,-24.11,13.1,635,,,,,,,
512272.01,6940510.66,-13.53,13.11,360,,,,,,,
512272.01,6940510.66,-13.53,13.11,365,,,,,,,
512272.01,6940510.66,-7.52,13.12,315,,,,,,,
512272.01,6940510.66,-7.52,13.12,320,,,,,,,
512272.01,6940510.67,-10.95,13.12,355,,,,,,,
512272.01,6940510.67,-10.95,13.12,360,,,,,,,
512272.01,6940510.67,-10.95,13.12,360,,,,,,,
512272.01,6940510.67,-12.38,13.12,360,,,,,,,
512272.01,6940510.67,-12.38,13.12,365,,,,,,,
512272,6940510.68,-18.39,13.14,385,,,,,,,
512272,6940510.68,-18.39,13.14,390,,,,,,,
512271.99,6940510.68,-20.97,13.14,475,,,,,,,
512271.99,6940510.68,-20.97,13.14,480,,,,,,,
512271.98,6940510.69,-12.67,13.15,360,,,,,,,
512271.98,6940510.69,-12.67,13.15,365,,,,,,,
512271.98,6940510.69,-13.24,13.15,360,,,,,,,
512271.98,6940510.69,-13.24,13.15,365,,,,,,,
512271.99,6940510.69,-17.53,13.15,370,,,,,,,
512271.99,6940510.69,-17.53,13.15,375,,,,,,,
512271.98,6940510.69,-20.39,13.16,450,,,,,,,
512271.98,6940510.69,-20.39,13.16,455,,,,,,,
512271.97,6940510.7,-8.09,13.17,325,,,,,,,
512271.97,6940510.7,-8.09,13.17,330,,,,,,,
512271.97,6940510.7,-12.95,13.17,360,,,,,,,
512271.97,6940510.7,-12.95,13.17,365,,,,,,,
512271.95,6940510.72,-7.8,13.2,320,,,,,,,
512271.95,6940510.72,-7.8,13.2,325,,,,,,,
512271.95,6940510.72,-18.96,13.2,400,,,,,,,
512271.95,6940510.72,-18.96,13.2,405,,,,,,,
512271.94,6940510.73,-9.23,13.21,340,,,,,,,
512271.94,6940510.73,-9.23,13.21,345,,,,,,,
512271.94,6940510.73,-16.39,13.21,360,,,,,,,
512271.94,6940510.73,-16.39,13.21,365,,,,,,,
512271.92,6940510.75,-18.1,13.24,380,,,,,,,
512271.92,6940510.75,-18.1,13.24,385,,,,,,,
512271.92,6940510.75,-18.1,13.24,385,,,,,,,
512271.91,6940510.75,-10.38,13.25,350,,,,,,,
512271.91,6940510.75,-10.38,13.25,355,,,,,,,
512271.9,6940510.76,-17.82,13.26,375,,,,,,,
512271.9,6940510.76,-17.82,13.26,380,,,,,,,
512271.9,6940510.76,3.45,13.27,220,,,,,,,
512271.9,6940510.76,3.45,13.27,225,,,,,,,
512271.9,6940510.76,3.22,13.27,225,,,,,,,
512271.9,6940510.76,3.22,13.27,230,,,,,,,
512271.9,6940510.76,3.02,13.27,230,,,,,,,
512271.9,6940510.76,3.02,13.27,235,,,,,,,
512271.9,6940510.76,3.02,13.27,235,,,,,,,
512271.9,6940510.76,2.81,13.27,235,,,,,,,
512271.9,6940510.76,2.81,13.27,240,,,,,,,
512271.9,6940510.76,2.58,13.27,240,,,,,,,
512271.9,6940510.76,2.58,13.27,245,,,,,,,
512271.9,6940510.76,2.15,13.27,245,,,,,,,
512271.9,6940510.76,2.15,13.27,250,,,,,,,
512271.9,6940510.76,1.92,13.27,245,,,,,,,
512271.9,6940510.76,1.92,13.27,250,,,,,,,
512271.9,6940510.76,1.59,13.27,240,,,,,,,
512271.9,6940510.76,1.59,13.27,245,,,,,,,
512271.9,6940510.76,1.4,13.27,235,,,,,,,
512271.9,6940510.76,1.4,13.27,240,,,,,,,
512271.9,6940510.76,1.26,13.27,230,,,,,,,
512271.9,6940510.76,1.26,13.27,235,,,,,,,
512271.9,6940510.76,1.26,13.27,235,,,,,,,
512271.9,6940510.76,1.14,13.27,225,,,,,,,
512271.9,6940510.76,1.14,13.27,230,,,,,,,
512271.9,6940510.76,1.02,13.27,220,,,,,,,
512271.9,6940510.76,1.02,13.27,225,,,,,,,
512271.9,6940510.76,0.92,13.27,215,,,,,,,
512271.9,6940510.76,0.92,13.27,220,,,,,,,
512271.9,6940510.76,0.82,13.27,210,,,,,,,
512271.9,6940510.76,0.82,13.27,215,,,,,,,
512271.9,6940510.76,0.73,13.27,205,,,,,,,
512271.9,6940510.76,0.73,13.27,210,,,,,,,
512271.9,6940510.76,0.73,13.27,210,,,,,,,
512271.9,6940510.76,0.65,13.27,200,,,,,,,
512271.9,6940510.76,0.65,13.27,205,,,,,,,
512271.9,6940510.76,0.56,13.27,195,,,,,,,
512271.9,6940510.76,0.56,13.27,200,,,,,,,
512271.9,6940510.76,0.47,13.27,190,,,,,,,
512271.9,6940510.76,0.47,13.27,195,,,,,,,
512271.9,6940510.76,0.39,13.27,185,,,,,,,
512271.9,6940510.76,0.39,13.27,190,,,,,,,
512271.9,6940510.76,0.31,13.27,180,,,,,,,
512271.9,6940510.76,0.31,13.27,185,,,,,,,
512271.9,6940510.76,0.31,13.27,185,,,,,,,
512271.9,6940510.76,0.22,13.27,175,,,,,,,
512271.9,6940510.76,0.22,13.27,180,,,,,,,
512271.9,6940510.76,0.14,13.27,170,,,,,,,
512271.9,6940510.76,0.14,13.27,175,,,,,,,
512271.9,6940510.76,0.05,13.27,165,,,,,,,
512271.9,6940510.76,0.05,13.27,170,,,,,,,
512271.9,6940510.76,-0.04,13.27,160,,,,,,,
512271.9,6940510.76,-0.04,13.27,165,,,,,,,
512271.9,6940510.76,-0.13,13.27,155,,,,,,,
512271.9,6940510.76,-0.13,13.27,160,,,,,,,
512271.9,6940510.76,-0.13,13.27,160,,,,,,,
512271.9,6940510.76,-0.23,13.27,150,,,,,,,
512271.9,6940510.76,-0.23,13.27,155,,,,,,,
512271.9,6940510.76,-0.33,13.27,150,,,,,,,
512271.9,6940510.76,-2.78,13.27,150,,,,,,,
512271.9,6940510.76,-2.92,13.27,150,,,,,,,
512271.9,6940510.76,-2.92,13.27,155,,,,,,,
512271.9,6940510.76,-3.05,13.27,155,,,,,,,
512271.9,6940510.76,-3.05,13.27,160,,,,,,,
512271.9,6940510.76,-3.05,13.27,160,,,,,,,
512271.9,6940510.76,-3.18,13.27,160,,,,,,,
512271.9,6940510.76,-3.18,13.27,165,,,,,,,
512271.9,6940510.76,-3.3,13.27,165,,,,,,,
512271.9,6940510.76,-3.3,13.27,170,,,,,,,
512271.9,6940510.76,-3.42,13.27,170,,,,,,,
512271.9,6940510.76,-3.42,13.27,175,,,,,,,
512271.9,6940510.76,-3.54,13.27,175,,,,,,,
512271.9,6940510.76,-3.54,13.27,180,,,,,,,
512271.9,6940510.76,-3.66,13.27,180,,,,,,,
512271.9,6940510.76,-3.66,13.27,185,,,,,,,
512271.9,6940510.76,-3.66,13.27,185,,,,,,,
512271.9,6940510.76,-3.77,13.27,185,,,,,,,
512271.9,6940510.76,-3.77,13.27,190,,,,,,,
512271.9,6940510.76,-3.89,13.27,190,,,,,,,
512271.9,6940510.76,-3.89,13.27,195,,,,,,,
512271.9,6940510.76,-4,13.27,195,,,,,,,
512271.9,6940510.76,-4,13.27,200,,,,,,,
512271.9,6940510.76,-4.11,13.27,200,,,,,,,
512271.9,6940510.76,-4.11,13.27,205,,,,,,,
512271.9,6940510.76,-4.23,13.27,205,,,,,,,
512271.9,6940510.76,-4.23,13.27,210,,,,,,,
512271.9,6940510.76,-4.23,13.27,210,,,,,,,
512271.9,6940510.76,-4.34,13.27,210,,,,,,,
512271.9,6940510.76,-4.34,13.27,215,,,,,,,
512271.9,6940510.76,-4.45,13.27,215,,,,,,,
512271.9,6940510.76,-4.45,13.27,220,,,,,,,
512271.9,6940510.76,-4.57,13.27,220,,,,,,,
512271.9,6940510.76,-4.57,13.27,225,,,,,,,
512271.9,6940510.76,-4.68,13.27,225,,,,,,,
512271.9,6940510.76,-4.68,13.27,230,,,,,,,
512271.9,6940510.76,-4.8,13.27,230,,,,,,,
512271.9,6940510.76,-4.8,13.27,235,,,,,,,
512271.9,6940510.76,-4.8,13.27,235,,,,,,,
512271.9,6940510.76,-4.92,13.27,235,,,,,,,
512271.9,6940510.76,-4.92,13.27,240,,,,,,,
512271.9,6940510.76,-5.04,13.27,240,,,,,,,
512271.9,6940510.76,-5.04,13.27,245,,,,,,,
512271.9,6940510.76,-5.16,13.27,245,,,,,,,
512271.9,6940510.76,-5.16,13.27,250,,,,,,,
512271.9,6940510.76,-5.29,13.27,250,,,,,,,
512271.9,6940510.76,-5.29,13.27,255,,,,,,,
512271.9,6940510.76,-5.42,13.27,255,,,,,,,
512271.9,6940510.76,-5.42,13.27,260,,,,,,,
512271.9,6940510.76,-5.42,13.27,260,,,,,,,
512271.9,6940510.76,-5.55,13.27,260,,,,,,,
512271.9,6940510.76,-5.55,13.27,265,,,,,,,
512271.9,6940510.76,-5.69,13.27,265,,,,,,,
512271.9,6940510.76,-5.69,13.27,270,,,,,,,
512271.9,6940510.76,-5.83,13.27,270,,,,,,,
512271.9,6940510.76,-5.83,13.27,275,,,,,,,
512271.9,6940510.76,-5.98,13.27,275,,,,,,,
512271.9,6940510.76,-5.98,13.27,280,,,,,,,
512271.9,6940510.76,-6.14,13.27,280,,,,,,,
512271.9,6940510.76,-6.14,13.27,285,,,,,,,
512271.9,6940510.76,-6.14,13.27,285,,,,,,,
512271.9,6940510.76,-6.3,13.27,285,,,,,,,
512271.9,6940510.76,-6.3,13.27,290,,,,,,,
512271.9,6940510.76,-6.48,13.27,290,,,,,,,
512271.9,6940510.76,-6.48,13.27,295,,,,,,,
512271.9,6940510.76,-6.66,13.27,295,,,,,,,
512271.9,6940510.76,-6.66,13.27,300,,,,,,,
512271.9,6940510.76,-6.86,13.27,300,,,,,,,
512271.9,6940510.76,-6.86,13.27,305,,,,,,,
512271.9,6940510.76,-7.07,13.27,305,,,,,,,
512271.9,6940510.76,-7.07,13.27,310,,,,,,,
512271.9,6940510.76,-7.07,13.27,310,,,,,,,
512271.9,6940510.76,-7.3,13.27,310,,,,,,,
512271.9,6940510.76,-7.3,13.27,315,,,,,,,
512271.9,6940510.76,-7.55,13.27,315,,,,,,,
512271.9,6940510.76,-7.55,13.27,320,,,,,,,
512271.9,6940510.76,-7.82,13.27,320,,,,,,,
512271.9,6940510.76,-7.82,13.27,325,,,,,,,
512271.9,6940510.76,-8.12,13.27,325,,,,,,,
512271.9,6940510.76,-8.12,13.27,330,,,,,,,
512271.9,6940510.76,-8.46,13.27,330,,,,,,,
512271.9,6940510.76,-8.46,13.27,335,,,,,,,
512271.9,6940510.76,-8.46,13.27,335,,,,,,,
512271.9,6940510.76,-8.85,13.27,335,,,,,,,
512271.9,6940510.76,-8.85,13.27,340,,,,,,,
512271.9,6940510.76,-9.28,13.27,340,,,,,,,
512271.9,6940510.76,-9.28,13.27,345,,,,,,,
512271.9,6940510.76,-9.78,13.27,345,,,,,,,
512271.9,6940510.76,-9.78,13.27,350,,,,,,,
512271.9,6940510.76,-10.4,13.27,350,,,,,,,
512271.9,6940510.76,-10.4,13.27,355,,,,,,,
512271.9,6940510.76,-11.23,13.27,355,,,,,,,
512271.9,6940510.76,-11.23,13.27,360,,,,,,,
512271.9,6940510.76,-11.23,13.27,360,,,,,,,
512271.9,6940510.77,-11.24,13.27,355,,,,,,,
512271.9,6940510.77,-11.24,13.27,360,,,,,,,
512271.9,6940510.77,-11.24,13.27,360,,,,,,,
512271.9,6940510.76,-16.35,13.27,360,,,,,,,
512271.9,6940510.76,-16.35,13.27,365,,,,,,,
512271.9,6940510.76,-17.04,13.27,365,,,,,,,
512271.9,6940510.76,-17.04,13.27,370,,,,,,,
512271.9,6940510.76,-17.47,13.27,370,,,,,,,
512271.9,6940510.76,-17.47,13.27,375,,,,,,,
512271.9,6940510.76,-17.81,13.27,375,,,,,,,
512271.9,6940510.76,-17.81,13.27,380,,,,,,,
512271.9,6940510.76,-18.09,13.27,380,,,,,,,
512271.9,6940510.76,-18.09,13.27,385,,,,,,,
512271.9,6940510.76,-18.09,13.27,385,,,,,,,
