Easting,Northing,Elevation,Chainage,Velocity
515594.3366,6937389.16,-21.15,0.05,880
515594.3366,6937389.16,-21.15,0.05,885
515594.3414,6937389.154,4.59,0.06,510
515594.3414,6937389.154,4.59,0.06,515
515594.4342,6937389.052,11.15,0.2,205
515594.4342,6937389.052,11.15,0.2,210
515594.5005,6937388.98,-10.49,0.3,665
515594.5005,6937388.98,-10.49,0.3,670
515594.5171,6937388.961,-12.7,0.32,690
515594.5171,6937388.961,-12.7,0.32,695
515594.5197,6937388.958,0.18,0.33,455
515594.5197,6937388.958,0.18,0.33,460
515594.5713,6937388.902,7.53,0.4,190
515594.5713,6937388.902,7.53,0.4,195
515594.5995,6937388.871,-19.68,0.45,815
515594.5995,6937388.871,-19.68,0.45,820
515594.6039,6937388.866,-20.05,0.45,830
515594.6039,6937388.866,-20.05,0.45,835
515594.6142,6937388.854,-14.17,0.47,700
515594.6142,6937388.854,-14.17,0.47,705
515594.6295,6937388.838,11.07,0.49,210
515594.6295,6937388.838,11.07,0.49,215
515594.6295,6937388.838,11.07,0.49,215
515594.6295,6937388.838,11.07,0.49,215
515594.6332,6937388.834,-11.59,0.5,680
515594.6332,6937388.834,-11.59,0.5,685
515594.646,6937388.819,8.27,0.51,195
515594.646,6937388.819,8.27,0.51,200
515594.6424,6937388.823,-13.43,0.51,695
515594.6424,6937388.823,-13.43,0.51,700
515594.646,6937388.819,8.27,0.51,200
515594.6424,6937388.823,-13.43,0.51,700
515594.7015,6937388.759,10.84,0.6,220
515594.7015,6937388.759,10.84,0.6,225
515594.7037,6937388.756,-3.5,0.6,500
515594.7037,6937388.756,-3.5,0.6,505
515594.7015,6937388.759,10.84,0.6,225
515594.7541,6937388.701,-18.58,0.67,775
515594.7541,6937388.701,-18.58,0.67,780
515594.7876,6937388.664,-9.02,0.72,635
515594.7876,6937388.664,-9.02,0.72,640
515594.8248,6937388.623,10.98,0.78,215
515594.8248,6937388.623,10.98,0.78,220
515594.8248,6937388.623,10.98,0.78,220
515594.8248,6937388.623,10.98,0.78,220
515594.8361,6937388.61,-4.97,0.8,530
515594.8361,6937388.61,-4.97,0.8,535
515594.8812,6937388.561,-21.89,0.86,915
515594.8812,6937388.561,-21.89,0.86,920
515595.0202,6937388.408,10.9,1.07,220
515595.0202,6937388.408,10.9,1.07,225
515595.0205,6937388.408,-20.42,1.07,845
515595.0205,6937388.408,-20.42,1.07,850
515595.0202,6937388.408,10.9,1.07,225
515595.0205,6937388.408,-20.42,1.07,850
515595.0556,6937388.369,9.37,1.12,265
515595.0556,6937388.369,9.37,1.12,270
515595.0507,6937388.374,9.74,1.12,270
515595.0507,6937388.374,9.74,1.12,275
515595.0507,6937388.374,9.74,1.12,275
515595.0671,6937388.356,-19.32,1.14,800
515595.0671,6937388.356,-19.32,1.14,805
515595.1422,6937388.274,7.87,1.25,185
515595.1422,6937388.274,7.92,1.25,185
515595.1422,6937388.274,7.92,1.25,190
515595.1422,6937388.274,7.87,1.25,190
515595.1422,6937388.274,7.6,1.25,190
515595.1422,6937388.274,8.08,1.25,190
515595.1422,6937388.274,8.08,1.25,195
515595.1422,6937388.274,7.6,1.25,195
515595.1422,6937388.274,7.48,1.25,195
515595.1422,6937388.274,8.25,1.25,195
515595.1422,6937388.274,8.25,1.25,200
515595.1422,6937388.274,7.48,1.25,200
515595.1422,6937388.274,7.41,1.25,200
515595.1422,6937388.274,8.34,1.25,200
515595.1422,6937388.274,8.34,1.25,205
515595.1422,6937388.274,7.41,1.25,205
515595.1422,6937388.274,7.34,1.25,205
515595.1422,6937388.274,8.42,1.25,205
515595.1422,6937388.274,8.42,1.25,210
515595.1422,6937388.274,7.34,1.25,210
515595.1422,6937388.274,7.27,1.25,210
515595.1422,6937388.274,8.5,1.25,210
515595.1422,6937388.274,8.5,1.25,215
515595.1422,6937388.274,7.27,1.25,215
515595.1422,6937388.274,7.2,1.25,215
515595.1422,6937388.274,8.57,1.25,215
515595.1422,6937388.274,8.57,1.25,220
515595.1422,6937388.274,7.2,1.25,220
515595.1422,6937388.274,7.14,1.25,220
515595.1422,6937388.274,8.65,1.25,220
515595.1422,6937388.274,10.8,1.25,225
515595.1422,6937388.274,10.84,1.25,225
515595.1422,6937388.274,8.65,1.25,225
515595.1422,6937388.274,7.14,1.25,225
515595.1422,6937388.274,7.1,1.25,225
515595.1422,6937388.274,8.72,1.25,225
515595.1422,6937388.274,10.68,1.25,230
515595.1422,6937388.274,10.8,1.25,230
515595.1422,6937388.274,8.72,1.25,230
515595.1422,6937388.274,7.1,1.25,230
515595.1422,6937388.274,7.05,1.25,230
515595.1422,6937388.274,8.79,1.25,230
515595.1422,6937388.274,10.68,1.25,235
515595.1422,6937388.274,10.57,1.25,235
515595.1422,6937388.274,8.79,1.25,235
515595.1422,6937388.274,7.05,1.25,235
515595.1422,6937388.274,7.01,1.25,235
515595.1422,6937388.274,8.86,1.25,235
515595.1422,6937388.274,10.57,1.25,240
515595.1422,6937388.274,10.46,1.25,240
515595.1422,6937388.274,8.86,1.25,240
515595.1422,6937388.274,7.01,1.25,240
515595.1422,6937388.274,6.97,1.25,240
515595.1422,6937388.274,8.93,1.25,240
515595.1422,6937388.274,10.46,1.25,245
515595.1422,6937388.274,10.37,1.25,245
515595.1422,6937388.274,9,1.25,245
515595.1422,6937388.274,8.93,1.25,245
515595.1422,6937388.274,6.97,1.25,245
515595.1422,6937388.274,6.92,1.25,245
515595.1422,6937388.274,9,1.25,250
515595.1422,6937388.274,10.37,1.25,250
515595.1422,6937388.274,10.27,1.25,250
515595.1422,6937388.274,9.09,1.25,250
515595.1422,6937388.274,6.92,1.25,250
515595.1422,6937388.274,6.88,1.25,250
515595.1422,6937388.274,9.09,1.25,255
515595.1422,6937388.274,10.27,1.25,255
515595.1422,6937388.274,10.18,1.25,255
515595.1422,6937388.274,9.19,1.25,255
515595.1422,6937388.274,6.88,1.25,255
515595.1422,6937388.274,6.84,1.25,255
515595.1422,6937388.274,9.19,1.25,260
515595.1422,6937388.274,10.18,1.25,260
515595.1422,6937388.274,10.07,1.25,260
515595.1422,6937388.274,9.28,1.25,260
515595.1422,6937388.274,6.84,1.25,260
515595.1422,6937388.274,6.79,1.25,260
515595.1422,6937388.274,9.28,1.25,265
515595.1422,6937388.274,10.07,1.25,265
515595.1422,6937388.274,9.9,1.25,265
515595.1422,6937388.274,9.38,1.25,265
515595.1422,6937388.274,6.79,1.25,265
515595.1422,6937388.274,6.76,1.25,265
515595.1422,6937388.274,9.38,1.25,270
515595.1422,6937388.274,9.9,1.25,270
515595.1422,6937388.274,6.76,1.25,270
515595.1422,6937388.274,6.72,1.25,270
515595.1422,6937388.274,6.72,1.25,275
515595.1422,6937388.274,6.69,1.25,275
515595.1422,6937388.274,6.69,1.25,280
515595.1422,6937388.274,6.65,1.25,280
