X,Y,Z,Chainage,Vp
509477.3576,6944413.232,37.452688,,365
509476.9482,6944412.944,37.499696,,365
509476.9463,6944412.943,37.5,,365
509476.9482,6944412.944,37.5,,365
509478.5855,6944414.093,37.5,,365
509478.8766,6944414.297,37.5,,365
509478.5855,6944414.093,37.465257,,365
509478.1762,6944413.806,37.435553,,365
509477.7669,6944413.519,37.432012,,365
509504.3729,6944432.183,35.99253,,365
509504.2503,6944432.097,36,,365
509504.3729,6944432.183,36.00285,,365
509504.7822,6944432.471,36.00499,,365
509505.1915,6944432.758,36.001914,,365
509505.3376,6944432.86,36,,365
509505.1915,6944432.758,35.994963,,365
509504.7822,6944432.471,35.986731,,365
509479.4156,6944414.675,37.5,,370
509479.4042,6944414.667,37.498558,,370
509478.9949,6944414.38,37.445286,,370
509478.5855,6944414.093,37.388988,,370
509478.1762,6944413.806,37.357632,,370
509477.7669,6944413.519,37.354628,,370
509477.3576,6944413.232,37.377944,,370
509476.9482,6944412.944,37.437842,,370
509476.5414,6944412.659,37.5,,370
509491.1849,6944422.932,36.5,,370
509491.2746,6944422.995,36.514083,,370
509491.2901,6944423.006,36.5,,370
509491.2746,6944422.995,36.470071,,370
509504.3729,6944432.183,35.860552,,370
509503.9636,6944431.896,35.886638,,370
509503.5542,6944431.609,35.932575,,370
509503.199,6944431.36,36,,370
509503.5542,6944431.609,36.029626,,370
509503.9636,6944431.896,36.045502,,370
509504.3729,6944432.183,36.053211,,370
509504.7822,6944432.471,36.054325,,370
509505.1915,6944432.758,36.050917,,370
509505.6009,6944433.045,36.045503,,370
509506.0102,6944433.332,36.039609,,370
509506.4195,6944433.619,36.031439,,370
509506.8288,6944433.906,36.020082,,370
509507.2381,6944434.193,36.007508,,370
509507.4637,6944434.352,36,,370
509507.2381,6944434.193,35.984146,,370
509506.8288,6944433.906,35.954658,,370
509506.4195,6944433.619,35.924606,,370
509506.0102,6944433.332,35.900944,,370
509505.6009,6944433.045,35.883012,,370
509505.1915,6944432.758,35.866043,,370
509504.7822,6944432.471,35.855535,,370
509493.3212,6944424.43,35.990244,,370
509493.2155,6944424.356,36,,370
509493.3212,6944424.43,36.007246,,370
509493.7305,6944424.718,36.0215,,370
509493.7536,6944424.734,36,,370
509493.7305,6944424.718,35.966304,,370
509479.4042,6944414.667,37.5,,375
509479.8135,6944414.954,37.5,,375
509479.8851,6944415.005,37.5,,375
509479.8135,6944414.954,37.490723,,375
509479.4042,6944414.667,37.438196,,375
509478.9949,6944414.38,37.378143,,375
509478.5855,6944414.093,37.312719,,375
509478.1762,6944413.806,37.279711,,375
509477.7669,6944413.519,37.277244,,375
509477.3576,6944413.232,37.3032,,375
509476.9482,6944412.944,37.375987,,375
509476.5389,6944412.657,37.449943,,375
509476.2456,6944412.451,37.5,,375
509476.5389,6944412.657,37.5,,375
509490.9465,6944422.764,36.5,,375
509491.2746,6944422.995,36.551545,,375
509491.3316,6944423.035,36.5,,375
509491.2746,6944422.995,36.390458,,375
509504.3729,6944432.183,35.728574,,375
509503.9636,6944431.896,35.755976,,375
509503.5542,6944431.609,35.805398,,375
509503.1449,6944431.322,35.88906,,375
509502.7356,6944431.035,35.99772,,375
509502.7294,6944431.03,36,,375
509502.7356,6944431.035,36.001665,,375
509503.1449,6944431.322,36.057371,,375
509503.5542,6944431.609,36.085505,,375
509503.9636,6944431.896,36.097947,,375
509504.3729,6944432.183,36.103571,,375
509504.7822,6944432.471,36.10366,,375
509505.1915,6944432.758,36.09992,,375
509505.6009,6944433.045,36.094452,,375
509506.0102,6944433.332,36.088536,,375
509506.4195,6944433.619,36.080649,,375
509506.8288,6944433.906,36.07,,375
509507.2381,6944434.193,36.058229,,375
509507.6475,6944434.481,36.045361,,375
509508.0568,6944434.768,36.03109,,375
509508.4661,6944435.055,36.009563,,375
509508.7287,6944435.239,36,,375
509508.4661,6944435.055,35.987236,,375
509508.0568,6944434.768,35.949489,,375
509507.6475,6944434.481,35.91186,,375
509507.2381,6944434.193,35.877046,,375
509506.8288,6944433.906,35.841949,,375
509506.4195,6944433.619,35.806595,,375
509506.0102,6944433.332,35.778584,,375
509505.6009,6944433.045,35.757163,,375
509505.1915,6944432.758,35.737123,,375
509504.7822,6944432.471,35.724339,,375
509493.3212,6944424.43,35.923395,,375
509492.9118,6944424.143,35.967566,,375
509492.647,6944423.957,36,,375
509492.9118,6944424.143,36.030408,,375
509493.3212,6944424.43,36.056894,,375
509493.7305,6944424.718,36.070397,,375
509493.8061,6944424.771,36,,375
509493.7305,6944424.718,35.889673,,375
509480.3138,6944415.305,37.5,,380
509480.2228,6944415.242,37.48801,,380
509479.8135,6944414.954,37.434418,,380
509479.4042,6944414.667,37.377834,,380
509478.9949,6944414.38,37.311001,,380
509478.5855,6944414.093,37.23645,,380
509478.1762,6944413.806,37.20179,,380
509477.7669,6944413.519,37.19986,,380
509477.3576,6944413.232,37.228456,,380
509476.9482,6944412.944,37.314133,,380
509476.5389,6944412.657,37.399574,,380
509476.1296,6944412.37,37.474365,,380
509475.7203,6944412.083,37.491383,,380
509475.311,6944411.796,37.491757,,380
509474.9016,6944411.509,37.498631,,380
509474.9008,6944411.508,37.5,,380
509490.8652,6944422.707,36.464117,,380
509490.7907,6944422.655,36.5,,380
509490.8652,6944422.707,36.531192,,380
509491.2746,6944422.995,36.589007,,380
509491.3731,6944423.064,36.5,,380
509491.2746,6944422.995,36.310844,,380
509504.3729,6944432.183,35.596596,,380
509503.9636,6944431.896,35.625314,,380
509503.5542,6944431.609,35.678221,,380
509503.1449,6944431.322,35.768376,,380
509502.7356,6944431.035,35.895851,,380
509502.4525,6944430.836,36,,380
509502.7356,6944431.035,36.07609,,380
509503.1449,6944431.322,36.119781,,380
509503.5542,6944431.609,36.141385,,380
509503.9636,6944431.896,36.150393,,380
509504.3729,6944432.183,36.153932,,380
509504.7822,6944432.471,36.152995,,380
509505.1915,6944432.758,36.148923,,380
509505.6009,6944433.045,36.143401,,380
509506.0102,6944433.332,36.137464,,380
509506.4195,6944433.619,36.129859,,380
509506.8288,6944433.906,36.119917,,380
509507.2381,6944434.193,36.108949,,380
509507.6475,6944434.481,36.096943,,380
509508.0568,6944434.768,36.083624,,380
509508.4661,6944435.055,36.064023,,380
509508.8754,6944435.342,36.049628,,380
509509.2848,6944435.629,36.044467,,380
509509.6941,6944435.916,36.044483,,380
509510.1034,6944436.203,36.042335,,380
509510.5127,6944436.491,36.030864,,380
509510.8726,6944436.743,36,,380
509510.5127,6944436.491,35.967741,,380
509510.1034,6944436.203,35.952375,,380
509509.6941,6944435.916,35.949272,,380
509509.2848,6944435.629,35.94929,,380
509508.8754,6944435.342,35.941101,,380
509508.4661,6944435.055,35.914548,,380
509508.0568,6944434.768,35.86414,,380
509507.6475,6944434.481,35.811635,,380
509507.2381,6944434.193,35.769947,,380
509506.8288,6944433.906,35.72924,,380
509506.4195,6944433.619,35.688583,,380
509506.0102,6944433.332,35.656224,,380
509505.6009,6944433.045,35.631314,,380
509505.1915,6944432.758,35.608203,,380
509504.7822,6944432.471,35.593143,,380
509493.3212,6944424.43,35.856545,,380
509492.9118,6944424.143,35.91169,,380
509492.5025,6944423.856,35.968378,,380
509492.2612,6944423.687,36,,380
509492.5025,6944423.856,36.039901,,380
509492.9118,6944424.143,36.082792,,380
509493.3212,6944424.43,36.106543,,380
509493.7305,6944424.718,36.119294,,380
509493.8586,6944424.807,36,,380
509493.7305,6944424.718,35.813041,,380
509480.7268,6944415.595,37.5,,385
509480.6322,6944415.529,37.488365,,385
509480.2228,6944415.242,37.434094,,385
509479.8135,6944414.954,37.378113,,385
509479.4042,6944414.667,37.317473,,385
509478.9949,6944414.38,37.243858,,385
509478.5855,6944414.093,37.160181,,385
509478.1762,6944413.806,37.123868,,385
509477.7669,6944413.519,37.122476,,385
509477.3576,6944413.232,37.153712,,385
509476.9482,6944412.944,37.252279,,385
509476.5389,6944412.657,37.349206,,385
509476.1296,6944412.37,37.432141,,385
509475.7203,6944412.083,37.450518,,385
509475.311,6944411.796,37.449504,,385
509474.9016,6944411.509,37.455292,,385
509474.8734,6944411.489,37.5,,385
509490.8652,6944422.707,36.409692,,385
509490.6776,6944422.576,36.5,,385
509490.8652,6944422.707,36.578503,,385
509491.2746,6944422.995,36.626469,,385
509491.4146,6944423.093,36.5,,385
509491.2746,6944422.995,36.231231,,385
509504.3729,6944432.183,35.485755,,385
509503.9636,6944431.896,35.497859,,385
509503.9257,6944431.87,35.5,,385
509503.5542,6944431.609,35.551044,,385
509503.1449,6944431.322,35.647692,,385
509502.7356,6944431.035,35.793982,,385
509502.3263,6944430.748,35.960919,,385
509502.1486,6944430.623,36,,385
509502.3263,6944430.748,36.0579,,385
509502.7356,6944431.035,36.150515,,385
509503.1449,6944431.322,36.182191,,385
509503.5542,6944431.609,36.197264,,385
509503.9636,6944431.896,36.202839,,385
509504.3729,6944432.183,36.204293,,385
509504.7822,6944432.471,36.202331,,385
509505.1915,6944432.758,36.197926,,385
509505.6009,6944433.045,36.19235,,385
509506.0102,6944433.332,36.186391,,385
509506.4195,6944433.619,36.179068,,385
509506.8288,6944433.906,36.169835,,385
509507.2381,6944434.193,36.15967,,385
509507.6475,6944434.481,36.148524,,385
509508.0568,6944434.768,36.136157,,385
509508.4661,6944435.055,36.118482,,385
509508.8754,6944435.342,36.104657,,385
509509.2848,6944435.629,36.098022,,385
509509.6941,6944435.916,36.095384,,385
509510.1034,6944436.203,36.090775,,385
509510.5127,6944436.491,36.078163,,385
509510.9221,6944436.778,36.045023,,385
509511.2186,6944436.986,36,,385
509510.9221,6944436.778,35.960821,,385
509510.5127,6944436.491,35.918303,,385
509510.1034,6944436.203,35.897881,,385
509509.6941,6944435.916,35.891224,,385
509509.2848,6944435.629,35.888215,,385
509508.8754,6944435.342,35.875792,,385
509508.4661,6944435.055,35.841861,,385
509508.0568,6944434.768,35.778791,,385
509507.6475,6944434.481,35.711409,,385
509507.2381,6944434.193,35.662848,,385
509506.8288,6944433.906,35.616531,,385
509506.4195,6944433.619,35.570572,,385
509506.0102,6944433.332,35.533865,,385
509505.6009,6944433.045,35.505466,,385
509505.5138,6944432.984,35.5,,385
509505.1915,6944432.758,35.491779,,385
509504.7822,6944432.471,35.484741,,385
509493.3212,6944424.43,35.789695,,385
509492.9118,6944424.143,35.855815,,385
509492.5025,6944423.856,35.92211,,385
509492.0932,6944423.569,35.979431,,385
509491.9264,6944423.452,36,,385
509492.0932,6944423.569,36.036276,,385
509492.5025,6944423.856,36.098283,,385
509492.9118,6944424.143,36.135177,,385
509493.3212,6944424.43,36.156192,,385
509493.7305,6944424.718,36.168191,,385
509493.9111,6944424.844,36,,385
509493.7305,6944424.718,35.736409,,385
509495.5529,6944425.996,35.5,,385
509495.7771,6944426.153,35.564485,,385
509495.8525,6944426.206,35.5,,385
509495.7771,6944426.153,35.475564,,385
509481.2045,6944415.93,37.5,,390
509481.0415,6944415.816,37.486321,,390
509480.6322,6944415.529,37.435848,,390
509480.2228,6944415.242,37.380178,,390
509479.8135,6944414.954,37.321808,,390
509479.4042,6944414.667,37.257111,,390
509478.9949,6944414.38,37.176716,,390
509478.5855,6944414.093,37.083912,,390
509478.1762,6944413.806,37.045947,,390
509477.7669,6944413.519,37.045092,,390
509477.3576,6944413.232,37.078968,,390
509476.9482,6944412.944,37.190425,,390
509476.5389,6944412.657,37.298838,,390
509476.1296,6944412.37,37.389917,,390
509475.7203,6944412.083,37.409653,,390
509475.311,6944411.796,37.40725,,390
509474.9016,6944411.509,37.411953,,390
509474.8461,6944411.47,37.5,,390
509493.3212,6944424.43,35.722846,,390
509492.9118,6944424.143,35.79994,,390
509492.5025,6944423.856,35.875842,,390
509492.0932,6944423.569,35.940199,,390
509491.6839,6944423.282,35.991799,,390
509491.6385,6944423.25,36,,390
509491.2746,6944422.995,36.151617,,390
509490.8652,6944422.707,36.355267,,390
509490.5645,6944422.496,36.5,,390
509490.8652,6944422.707,36.625815,,390
509491.2746,6944422.995,36.663931,,390
509491.4561,6944423.122,36.5,,390
509491.6839,6944423.282,36.020741,,390
509492.0932,6944423.569,36.105466,,390
509492.5025,6944423.856,36.156666,,390
509492.9118,6944424.143,36.187561,,390
509493.3212,6944424.43,36.205841,,390
509493.7305,6944424.718,36.217088,,390
509493.9637,6944424.881,36,,390
509493.7305,6944424.718,35.659777,,390
509504.3729,6944432.183,35.43262,,390
509503.9636,6944431.896,35.445541,,390
509503.5542,6944431.609,35.469875,,390
509503.2563,6944431.4,35.5,,390
509503.1449,6944431.322,35.527008,,390
509502.7356,6944431.035,35.692113,,390
509502.3263,6944430.748,35.889096,,390
509501.9169,6944430.46,35.982614,,390
509501.5076,6944430.173,35.993192,,390
509501.0983,6944429.886,35.94611,,390
509500.9627,6944429.791,36,,390
509501.0983,6944429.886,36.123482,,390
509501.5076,6944430.173,36.021839,,390
509501.9169,6944430.46,36.048278,,390
509502.3263,6944430.748,36.16431,,390
509502.7356,6944431.035,36.22494,,390
509503.1449,6944431.322,36.2446,,390
509503.5542,6944431.609,36.253144,,390
509503.9636,6944431.896,36.255284,,390
509504.3729,6944432.183,36.254653,,390
509504.7822,6944432.471,36.251666,,390
509505.1915,6944432.758,36.246929,,390
509505.6009,6944433.045,36.241299,,390
509506.0102,6944433.332,36.235319,,390
509506.4195,6944433.619,36.228278,,390
509506.8288,6944433.906,36.219753,,390
509507.2381,6944434.193,36.21039,,390
509507.6475,6944434.481,36.200106,,390
509508.0568,6944434.768,36.188691,,390
509508.4661,6944435.055,36.172941,,390
509508.8754,6944435.342,36.159686,,390
509509.2848,6944435.629,36.151578,,390
509509.6941,6944435.916,36.146285,,390
509510.1034,6944436.203,36.139215,,390
509510.5127,6944436.491,36.125462,,390
509510.9221,6944436.778,36.094485,,390
509511.3314,6944437.065,36.036606,,390
509511.4154,6944437.124,36,,390
509511.3314,6944437.065,35.97557,,390
509510.9221,6944436.778,35.917779,,390
509510.5127,6944436.491,35.868865,,390
509510.1034,6944436.203,35.843387,,390
509509.6941,6944435.916,35.833177,,390
509509.2848,6944435.629,35.82714,,390
509508.8754,6944435.342,35.810483,,390
509508.4661,6944435.055,35.769174,,390
509508.0568,6944434.768,35.693442,,390
509507.6475,6944434.481,35.611183,,390
509507.2381,6944434.193,35.555748,,390
509506.8288,6944433.906,35.503823,,390
509506.797,6944433.884,35.5,,390
509506.4195,6944433.619,35.481855,,390
509506.0102,6944433.332,35.465744,,390
509505.6009,6944433.045,35.452825,,390
509505.1915,6944432.758,35.440622,,390
509504.7822,6944432.471,35.432132,,390
509495.3678,6944425.866,35.485113,,390
509495.1478,6944425.712,35.5,,390
509495.3678,6944425.866,35.557241,,390
509495.7771,6944426.153,35.6595,,390
509495.9635,6944426.284,35.5,,390
509495.7771,6944426.153,35.439559,,390
509481.7607,6944416.32,37.5,,395
509481.4508,6944416.103,37.468333,,395
509481.0415,6944415.816,37.434341,,395
509480.6322,6944415.529,37.383332,,395
509480.2228,6944415.242,37.326263,,395
509479.8135,6944414.954,37.265502,,395
509479.4042,6944414.667,37.196749,,395
509478.9949,6944414.38,37.109573,,395
509478.5855,6944414.093,37.007643,,395
509478.5052,6944414.037,37,,395
509478.1762,6944413.806,36.98946,,395
509477.7669,6944413.519,36.989399,,395
509477.4064,6944413.266,37,,395
509477.3576,6944413.232,37.004223,,395
509476.9482,6944412.944,37.128571,,395
509476.5389,6944412.657,37.24847,,395
509476.1296,6944412.37,37.347693,,395
509475.7203,6944412.083,37.368788,,395
509475.311,6944411.796,37.364996,,395
509474.9016,6944411.509,37.368614,,395
509474.8187,6944411.45,37.5,,395
509493.3212,6944424.43,35.655996,,395
509492.9118,6944424.143,35.744065,,395
509492.5025,6944423.856,35.829574,,395
509492.0932,6944423.569,35.900967,,395
509491.6839,6944423.282,35.957295,,395
509491.4474,6944423.116,36,,395
509491.2746,6944422.995,36.072004,,395
509490.8652,6944422.707,36.300842,,395
509490.4559,6944422.42,36.498169,,395
509490.4541,6944422.419,36.5,,395
509490.4559,6944422.42,36.506713,,395
509490.8652,6944422.707,36.673126,,395
509491.2746,6944422.995,36.701393,,395
509491.4976,6944423.151,36.5,,395
509491.6839,6944423.282,36.10801,,395
509492.0932,6944423.569,36.174657,,395
509492.5025,6944423.856,36.215048,,395
509492.9118,6944424.143,36.239945,,395
509493.3212,6944424.43,36.25549,,395
509493.7305,6944424.718,36.265985,,395
509494.0162,6944424.918,36,,395
509493.7305,6944424.718,35.583146,,395
509503.9636,6944431.896,35.393222,,395
509503.5542,6944431.609,35.419553,,395
509503.1449,6944431.322,35.463365,,395
509502.9538,6944431.188,35.5,,395
509502.7356,6944431.035,35.590244,,395
509502.3263,6944430.748,35.817273,,395
509501.9169,6944430.46,35.922745,,395
509501.5076,6944430.173,35.936018,,395
509501.0983,6944429.886,35.886259,,395
509500.8121,6944429.685,36,,395
509501.0983,6944429.886,36.260625,,395
509501.5076,6944430.173,36.205253,,395
509501.9169,6944430.46,36.214523,,395
509502.3263,6944430.748,36.27072,,395
509502.7356,6944431.035,36.299365,,395
509503.1449,6944431.322,36.30701,,395
509503.5542,6944431.609,36.309023,,395
509503.9636,6944431.896,36.30773,,395
509504.3729,6944432.183,36.305014,,395
509504.7822,6944432.471,36.301001,,395
509505.1915,6944432.758,36.295932,,395
509505.6009,6944433.045,36.290248,,395
509506.0102,6944433.332,36.284246,,395
509506.4195,6944433.619,36.277488,,395
509506.8288,6944433.906,36.269671,,395
509507.2381,6944434.193,36.26111,,395
509507.6475,6944434.481,36.251687,,395
509508.0568,6944434.768,36.241225,,395
509508.4661,6944435.055,36.227401,,395
509508.8754,6944435.342,36.214715,,395
509509.2848,6944435.629,36.205133,,395
509509.6941,6944435.916,36.197186,,395
509510.1034,6944436.203,36.187656,,395
509510.5127,6944436.491,36.172761,,395
509510.9221,6944436.778,36.143947,,395
509511.3314,6944437.065,36.09261,,395
509511.5439,6944437.214,36,,395
509511.3314,6944437.065,35.938195,,395
509510.9221,6944436.778,35.874738,,395
509510.5127,6944436.491,35.819427,,395
509510.1034,6944436.203,35.788893,,395
509509.6941,6944435.916,35.775129,,395
509509.2848,6944435.629,35.766065,,395
509508.8754,6944435.342,35.745173,,395
509508.4661,6944435.055,35.696486,,395
509508.0568,6944434.768,35.608093,,395
509507.6475,6944434.481,35.510958,,395
509507.5715,6944434.427,35.5,,395
509507.2381,6944434.193,35.480634,,395
509506.8288,6944433.906,35.458745,,395
509506.4195,6944433.619,35.436717,,395
509506.0102,6944433.332,35.418379,,395
509505.6009,6944433.045,35.403509,,395
509505.1915,6944432.758,35.389466,,395
509504.7822,6944432.471,35.379522,,395
509504.3729,6944432.183,35.379486,,395
509495.3678,6944425.866,35.451239,,395
509494.9585,6944425.579,35.479643,,395
509494.5491,6944425.292,35.494821,,395
509494.4209,6944425.202,35.5,,395
509494.5491,6944425.292,35.532724,,395
509494.9585,6944425.579,35.606028,,395
509495.3678,6944425.866,35.687493,,395
509495.7771,6944426.153,35.754514,,395
509496.0745,6944426.362,35.5,,395
509495.7771,6944426.153,35.403554,,395
509482.4732,6944416.82,37.5,,400
509482.2694,6944416.677,37.464975,,400
509481.8601,6944416.39,37.453318,,400
509481.4508,6944416.103,37.415753,,400
509481.0415,6944415.816,37.38236,,400
509480.6322,6944415.529,37.330816,,400
509480.2228,6944415.242,37.272347,,400
509479.8135,6944414.954,37.209197,,400
509479.4042,6944414.667,37.136387,,400
509478.9949,6944414.38,37.04243,,400
509478.826,6944414.262,37,,400
509478.5855,6944414.093,36.976525,,400
509478.1762,6944413.806,36.963773,,400
509477.7669,6944413.519,36.963994,,400
509477.3576,6944413.232,36.9763,,400
509477.1666,6944413.098,37,,400
509476.9482,6944412.944,37.066717,,400
509476.5389,6944412.657,37.198101,,400
509476.1296,6944412.37,37.305469,,400
509475.7203,6944412.083,37.327922,,400
509475.311,6944411.796,37.322743,,400
509474.9016,6944411.509,37.325275,,400
509474.7913,6944411.431,37.5,,400
509483.0183,6944417.203,37,,400
509483.0881,6944417.252,37.140394,,400
509483.4974,6944417.539,37.040851,,400
509483.682,6944417.668,37,,400
509483.4974,6944417.539,36.984892,,400
509483.0881,6944417.252,36.968408,,400
509485.304,6944418.806,37,,400
509485.544,6944418.975,37.051107,,400
509485.6794,6944419.07,37,,400
509485.544,6944418.975,36.976194,,400
509495.3678,6944425.866,35.417365,,400
509494.9585,6944425.579,35.446895,,400
509494.5491,6944425.292,35.462842,,400
509494.1398,6944425.005,35.479659,,400
509493.7781,6944424.751,35.5,,400
509493.7305,6944424.718,35.506514,,400
509493.3212,6944424.43,35.589146,,400
509492.9118,6944424.143,35.688189,,400
509492.5025,6944423.856,35.783305,,400
509492.0932,6944423.569,35.861735,,400
509491.6839,6944423.282,35.92279,,400
509491.2746,6944422.995,35.996938,,400
509491.2661,6944422.989,36,,400
509490.8652,6944422.707,36.246417,,400
509490.4559,6944422.42,36.452355,,400
509490.4093,6944422.388,36.5,,400
509490.4559,6944422.42,36.674726,,400
509490.8652,6944422.707,36.720437,,400
509491.2746,6944422.995,36.738855,,400
509491.539,6944423.18,36.5,,400
509491.6839,6944423.282,36.195279,,400
509492.0932,6944423.569,36.243847,,400
509492.5025,6944423.856,36.273431,,400
509492.9118,6944424.143,36.292329,,400
509493.3212,6944424.43,36.305138,,400
509493.7305,6944424.718,36.314882,,400
509494.0687,6944424.955,36,,400
509494.1398,6944425.005,35.661318,,400
509494.5491,6944425.292,35.734765,,400
509494.9585,6944425.579,35.776595,,400
509495.3678,6944425.866,35.817744,,400
509495.7771,6944426.153,35.849529,,400
509496.1855,6944426.44,35.5,,400
509495.7771,6944426.153,35.36755,,400
509503.9636,6944431.896,35.340904,,400
509503.5542,6944431.609,35.369231,,400
509503.1449,6944431.322,35.416168,,400
509502.7356,6944431.035,35.494792,,400
509502.7224,6944431.026,35.5,,400
509502.3263,6944430.748,35.74545,,400
509501.9169,6944430.46,35.862875,,400
509501.5076,6944430.173,35.878844,,400
509501.0983,6944429.886,35.826407,,400
509500.689,6944429.599,35.970916,,400
509500.3394,6944429.354,35.5,,400
509500.2797,6944429.312,35.480201,,400
509499.8703,6944429.025,35.466754,,400
509499.461,6944428.738,35.476321,,400
509499.0517,6944428.45,35.495909,,400
509498.9933,6944428.409,35.5,,400
509499.0517,6944428.45,35.511984,,400
509499.461,6944428.738,35.623002,,400
509499.8703,6944429.025,35.759744,,400
509500.2797,6944429.312,35.849654,,400
509500.5021,6944429.468,36,,400
509500.689,6944429.599,36.075728,,400
509501.0983,6944429.886,36.397767,,400
509501.5076,6944430.173,36.388667,,400
509501.9169,6944430.46,36.380768,,400
509502.3263,6944430.748,36.37713,,400
509502.7356,6944431.035,36.37379,,400
509503.1449,6944431.322,36.36942,,400
509503.5542,6944431.609,36.364903,,400
509503.9636,6944431.896,36.360176,,400
509504.3729,6944432.183,36.355374,,400
509504.7822,6944432.471,36.350336,,400
509505.1915,6944432.758,36.344934,,400
509505.6009,6944433.045,36.339197,,400
509506.0102,6944433.332,36.333173,,400
509506.4195,6944433.619,36.326698,,400
509506.8288,6944433.906,36.319588,,400
509507.2381,6944434.193,36.311831,,400
509507.6475,6944434.481,36.303269,,400
509508.0568,6944434.768,36.293758,,400
509508.4661,6944435.055,36.28186,,400
509508.8754,6944435.342,36.269745,,400
509509.2848,6944435.629,36.258688,,400
509509.6941,6944435.916,36.248087,,400
509510.1034,6944436.203,36.236096,,400
509510.5127,6944436.491,36.22006,,400
509510.9221,6944436.778,36.193409,,400
509511.3314,6944437.065,36.148614,,400
509511.6724,6944437.304,36,,400
509511.3314,6944437.065,35.900819,,400
509510.9221,6944436.778,35.831696,,400
509510.5127,6944436.491,35.769988,,400
509510.1034,6944436.203,35.734399,,400
509509.6941,6944435.916,35.717081,,400
509509.2848,6944435.629,35.70499,,400
509508.8754,6944435.342,35.679864,,400
509508.4661,6944435.055,35.623799,,400
509508.0568,6944434.768,35.522744,,400
509507.9625,6944434.702,35.5,,400
509507.6475,6944434.481,35.465789,,400
509507.2381,6944434.193,35.440245,,400
509506.8288,6944433.906,35.416042,,400
509506.4195,6944433.619,35.391579,,400
509506.0102,6944433.332,35.371014,,400
509505.6009,6944433.045,35.354192,,400
509505.1915,6944432.758,35.338309,,400
509504.7822,6944432.471,35.326913,,400
509504.3729,6944432.183,35.326351,,400
509517.7535,6944441.57,36,,400
509517.8805,6944441.659,36.06533,,400
509518.2899,6944441.946,36.048946,,400
509518.6817,6944442.221,36,,400
509518.2899,6944441.946,35.980435,,400
509517.8805,6944441.659,35.975418,,400
509524.3089,6944446.169,36,,400
509524.4297,6944446.254,36.054164,,400
509524.4771,6944446.287,36,,400
509524.4297,6944446.254,35.975261,,400
509552.2203,6944465.749,35.5,,400
509552.2637,6944465.78,35.540206,,400
509552.3281,6944465.825,35.5,,400
509552.2637,6944465.78,35.485321,,400
509482.8392,6944417.077,37.5,,405
509483.0881,6944417.252,37.344229,,405
509483.4974,6944417.539,37.209312,,405
509483.9067,6944417.826,37.111992,,405
509484.3161,6944418.113,37.053446,,405
509484.7254,6944418.4,37.039962,,405
509485.1347,6944418.687,37.077778,,405
509485.544,6944418.975,37.15414,,405
509485.9525,6944419.261,37,,405
509485.544,6944418.975,36.928201,,405
509485.1347,6944418.687,36.955892,,405
509484.7254,6944418.4,36.973135,,405
509484.3161,6944418.113,36.965075,,405
509483.9067,6944417.826,36.942249,,405
509483.4974,6944417.539,36.922591,,405
509483.0881,6944417.252,36.92254,,405
509482.9171,6944417.132,37,,405
509482.6788,6944416.964,37.413426,,405
509482.2694,6944416.677,37.395305,,405
509481.8601,6944416.39,37.395452,,405
509481.4508,6944416.103,37.363174,,405
509481.0415,6944415.816,37.330379,,405
509480.6322,6944415.529,37.278299,,405
509480.2228,6944415.242,37.218431,,405
509479.8135,6944414.954,37.152892,,405
509479.4042,6944414.667,37.076025,,405
509479.0874,6944414.445,37,,405
509478.9949,6944414.38,36.989793,,405
509478.5855,6944414.093,36.950436,,405
509478.1762,6944413.806,36.938086,,405
509477.7669,6944413.519,36.93859,,405
509477.3576,6944413.232,36.951181,,405
509476.9642,6944412.956,37,,405
509476.9482,6944412.944,37.004863,,405
509476.5389,6944412.657,37.147733,,405
509476.1296,6944412.37,37.263245,,405
509475.7203,6944412.083,37.287057,,405
509475.311,6944411.796,37.280489,,405
509474.9016,6944411.509,37.281936,,405
509474.764,6944411.412,37.5,,405
509497.5991,6944427.431,35,,405
509497.4144,6944427.302,35.184408,,405
509497.0051,6944427.015,35.3671,,405
509496.5957,6944426.728,35.416723,,405
509496.1864,6944426.44,35.43368,,405
509495.7771,6944426.153,35.331545,,405
509495.3678,6944425.866,35.38349,,405
509494.9585,6944425.579,35.414148,,405
509494.5491,6944425.292,35.430863,,405
509494.1398,6944425.005,35.448126,,405
509493.7305,6944424.718,35.471458,,405
509493.4305,6944424.507,35.5,,405
509493.3212,6944424.43,35.522297,,405
509492.9118,6944424.143,35.632314,,405
509492.5025,6944423.856,35.737037,,405
509492.0932,6944423.569,35.822504,,405
509491.6839,6944423.282,35.888285,,405
509491.2746,6944422.995,35.964905,,405
509491.1776,6944422.927,36,,405
509490.8652,6944422.707,36.191991,,405
509490.4559,6944422.42,36.40654,,405
509490.3645,6944422.356,36.5,,405
509490.4559,6944422.42,36.84274,,405
509490.8652,6944422.707,36.767748,,405
509491.2746,6944422.995,36.776317,,405
509491.5805,6944423.209,36.5,,405
509491.6839,6944423.282,36.282549,,405
509492.0932,6944423.569,36.313037,,405
509492.5025,6944423.856,36.331813,,405
509492.9118,6944424.143,36.344714,,405
509493.3212,6944424.43,36.354787,,405
509493.7305,6944424.718,36.363779,,405
509494.1212,6944424.992,36,,405
509494.1398,6944425.005,35.911391,,405
509494.5491,6944425.292,35.936806,,405
