X,Y,Z,Vs
509515.515200,6944452.826000,32.985418,225
509515.585100,6944452.331000,32.990728,225
509515.655000,6944451.836000,32.998712,225
509515.724900,6944451.341000,33.004764,225
509515.794800,6944450.845000,33.012557,225
509515.864700,6944450.350000,33.019034,225
509515.868700,6944450.322000,33.023333,225
509515.934500,6944449.855000,33.310653,225
509515.976900,6944449.555000,33.520000,225
509515.973600,6944449.579000,34.016667,225
509515.973800,6944449.577000,34.513333,225
509515.973500,6944449.580000,35.010000,225
509515.305500,6944454.311000,35.010000,225
509515.165700,6944455.301000,34.016667,225
509515.116600,6944455.649000,34.016667,225
509515.147100,6944455.433000,33.520000,225
509515.165700,6944455.301000,33.441711,225
509515.235600,6944454.806000,33.154374,225
509515.288000,6944454.435000,33.023333,225
509515.305500,6944454.311000,33.012957,225
509515.375400,6944453.816000,33.002954,225
509515.445300,6944453.321000,32.989859,225
509514.886100,6944457.282000,34.016667,230
509514.833400,6944457.655000,34.016667,230
509514.871400,6944457.386000,33.520000,230
509514.886100,6944457.282000,33.383822,230
509514.939000,6944456.907000,33.023333,230
509514.956000,6944456.787000,32.985394,230
509515.025900,6944456.291000,32.916006,230
509515.095800,6944455.796000,32.805873,230
509515.165700,6944455.301000,32.658791,230
509515.235600,6944454.806000,32.586793,230
509515.305500,6944454.311000,32.564542,230
509515.375400,6944453.816000,32.544532,230
509515.432800,6944453.409000,32.526667,230
509515.445300,6944453.321000,32.523269,230
509515.515200,6944452.826000,32.520741,230
509515.541500,6944452.639000,32.526667,230
509515.585100,6944452.331000,32.537890,230
509515.655000,6944451.836000,32.555757,230
509515.724900,6944451.341000,32.573172,230
509515.794800,6944450.845000,32.595903,230
509515.864700,6944450.350000,32.626803,230
509515.934500,6944449.855000,32.674016,230
509516.004400,6944449.360000,32.730480,230
509516.074300,6944448.865000,32.805087,230
509516.144200,6944448.370000,32.912970,230
509516.214100,6944447.875000,32.984236,230
509516.243600,6944447.666000,33.023333,230
509516.284000,6944447.380000,33.191199,230
509516.343400,6944446.959000,33.520000,230
509516.353900,6944446.885000,33.649453,230
509516.370000,6944446.771000,34.016667,230
509516.353900,6944446.885000,34.143918,230
509516.323800,6944447.098000,34.513333,230
509516.320000,6944447.125000,35.010000,230
509514.676400,6944458.767000,34.016667,235
509514.661800,6944458.870000,34.016667,235
509514.676400,6944458.767000,33.747544,235
509514.689100,6944458.677000,33.520000,235
509514.732200,6944458.372000,33.023333,235
509514.746300,6944458.272000,32.968118,235
509514.816200,6944457.777000,32.800609,235
509514.886100,6944457.282000,32.559014,235
509514.903400,6944457.159000,32.526667,235
509514.956000,6944456.787000,32.445245,235
509515.025900,6944456.291000,32.359227,235
509515.095800,6944455.796000,32.273286,235
509515.165700,6944455.301000,32.190096,235
509515.235600,6944454.806000,32.154256,235
509515.305500,6944454.311000,32.143245,235
509515.375400,6944453.816000,32.132175,235
509515.445300,6944453.321000,32.121035,235
