Easting,Northing,Elevation,Chainage,Vs
510032.4,6943004,40.5,0,295
510032.4,6943004,40,0,295
510032.4,6943004,40,0,300
510032.4,6943004,39.72,0,300
510032.4,6943004,41.08,0,300
510032.4,6943004,40.5,0,300
510032.4,6943004,39.72,0,305
510032.4,6943004,39.48,0,305
510032.4,6943004,41.36,0,305
510032.4,6943004,41.08,0,305
510032.4,6943004,39.48,0,310
510032.4,6943004,39.4,0,310
510032.4,6943004,41.61,0,310
510032.4,6943004,41.36,0,310
510032.4,6943004,39.4,0,315
510032.4,6943004,39.31,0,315
510032.4,6943004,41.82,0,315
510032.4,6943004,41.61,0,315
510032.4,6943004,39.31,0,320
510032.4,6943004,39.23,0,320
510032.4,6943004,42.04,0,320
510032.4,6943004,41.82,0,320
510032.4,6943004,39.23,0,325
510032.4,6943004,39.14,0,325
510032.4,6943004,42.28,0,325
510032.4,6943004,42.04,0,325
510032.4,6943004,39.14,0,330
510032.4,6943004,39.06,0,330
510032.4,6943004,42.52,0,330
510032.4,6943004,42.28,0,330
510032.4,6943004,39.06,0,335
510032.4,6943004,38.98,0,335
510032.4,6943004,42.81,0,335
510032.4,6943004,42.52,0,335
510032.4,6943004,38.98,0,340
510032.4,6943004,38.92,0,340
510032.4,6943004,43.11,0,340
510032.4,6943004,42.81,0,340
510032.4,6943004,38.92,0,345
510032.4,6943004,38.87,0,345
510032.4,6943004,43.48,0,345
510032.4,6943004,43.11,0,345
510032.4,6943004,38.87,0,350
510032.4,6943004,38.81,0,350
510032.4,6943004,44.3,0,350
510032.4,6943004,43.48,0,350
510032.4,6943004,38.81,0,355
510032.4,6943004,38.75,0,355
510032.4,6943004,46,0,355
510032.4,6943004,44.3,0,355
510032.4,6943004,38.75,0,360
510032.4,6943004,38.7,0,360
510032.4,6943004,38.7,0,365
510032.4,6943004,38.64,0,365
510032.4,6943004,38.64,0,370
510032.4,6943004,38.58,0,370
510032.4,6943004,38.58,0,375
510032.4,6943004,38.52,0,375
510032.4,6943004,38.52,0,380
510032.4,6943004,38.47,0,380
510032.4,6943004,38.47,0,385
510032.4,6943004,38.41,0,385
510032.4,6943004,38.41,0,390
510032.4,6943004,38.35,0,390
510032.4,6943004,38.35,0,395
510032.4,6943004,38.3,0,395
510032.4,6943004,38.3,0,400
510032.4,6943004,38.24,0,400
510032.4,6943004,38.24,0,405
510032.4,6943004,38.19,0,405
510032.4,6943004,38.19,0,410
510032.4,6943004,38.13,0,410
510032.4,6943004,38.13,0,415
510032.4,6943004,38.07,0,415
510032.4,6943004,38.07,0,420
510032.4,6943004,38.02,0,420
510032.4,6943004,38.02,0,425
510032.4,6943004,37.96,0,425
510032.4,6943004,37.96,0,430
510032.4,6943004,37.89,0,430
510032.4,6943004,37.89,0,435
510032.4,6943004,37.83,0,435
510032.4,6943004,37.83,0,440
510032.4,6943004,37.77,0,440
510032.4,6943004,37.77,0,445
510032.4,6943004,37.71,0,445
510032.4,6943004,37.71,0,450
510032.4,6943004,37.64,0,450
510032.4,6943004,37.64,0,455
510032.4,6943004,37.58,0,455
510032.4,6943004,37.58,0,460
510032.4,6943004,37.52,0,460
510032.4,6943004,37.52,0,465
510032.4,6943004,37.44,0,465
510032.4,6943004,37.44,0,470
510032.4,6943004,37.36,0,470
510032.4,6943004,37.36,0,475
510032.4,6943004,37.28,0,475
510032.4,6943004,37.28,0,480
510032.4,6943004,37.2,0,480
510032.4,6943004,37.2,0,485
510032.4,6943004,37.12,0,485
510032.4,6943004,37.12,0,490
510032.4,6943004,37.03,0,490
510032.4,6943004,37.03,0,495
510032.4,6943004,36.92,0,495
510032.4,6943004,36.92,0,500
510032.4,6943004,36.79,0,500
510032.4,6943004,36.79,0,505
510032.4,6943004,36.65,0,505
510032.4,6943004,36.65,0,510
510032.4,6943004,36.52,0,510
510032.4,6943004,36.52,0,515
510032.4,6943004,36.34,0,515
510032.4,6943004,36.34,0,520
510032.4,6943004,36.15,0,520
510032.4,6943004,36.15,0,525
510032.4,6943004,35.97,0,525
510032.4,6943004,35.97,0,530
510032.4,6943004,35.77,0,530
510032.4,6943004,35.77,0,535
510032.4,6943004,35.58,0,535
510032.4,6943004,35.58,0,540
510032.4,6943004,35.39,0,540
510032.4,6943004,35.39,0,545
510032.4,6943004,35.2,0,545
510032.4,6943004,35.2,0,550
510032.4,6943004,35.01,0,550
510032.4,6943004,35.01,0,555
510032.4,6943004,34.82,0,555
510032.4,6943004,34.82,0,560
510032.4,6943004,34.62,0,560
510032.4,6943004,34.62,0,565
510032.4,6943004,34.43,0,565
510032.4,6943004,34.43,0,570
510032.4,6943004,34.24,0,570
510032.4,6943004,34.24,0,575
510032.4,6943004,34.05,0,575
510032.4,6943004,34.05,0,580
510032.4,6943004,33.85,0,580
510032.4,6943004,33.85,0,585
510032.4,6943004,33.65,0,585
510032.4,6943004,33.65,0,590
510032.4,6943004,33.45,0,590
510032.4,6943004,33.45,0,595
510032.4,6943004,33.24,0,595
510032.4,6943004,33.24,0,600
510032.4,6943004,33.03,0,600
510032.4,6943004,33.03,0,605
510032.4,6943004,32.81,0,605
510032.4,6943004,32.81,0,610
510032.4,6943004,32.58,0,610
510032.4,6943004,32.58,0,615
510032.4,6943004,32.35,0,615
510032.4,6943004,32.35,0,620
510032.4,6943004,32.12,0,620
510032.4,6943004,32.12,0,625
510032.4,6943004,31.89,0,625
510032.4,6943004,31.89,0,630
510032.4,6943004,31.66,0,630
510032.4,6943004,31.66,0,635
510032.4,6943004,31.43,0,635
510032.4,6943004,31.43,0,640
510032.4,6943004,31.2,0,640
510032.4,6943004,31.2,0,645
510032.4,6943004,30.97,0,645
510032.4,6943004,30.97,0,650
510032.4,6943004,30.73,0,650
510032.4,6943004,30.73,0,655
510032.4,6943004,30.5,0,655
510032.4,6943004,30.5,0,660
510032.4,6943004,30.27,0,660
510032.4,6943004,30.27,0,665
510032.4,6943004,30.04,0,665
510032.4,6943004,30.04,0,670
510032.4,6943004,29.81,0,670
510032.4,6943004,29.81,0,675
510032.4,6943004,29.58,0,675
510032.4,6943004,29.58,0,680
510032.4,6943004,29.34,0,680
510032.4,6943004,29.34,0,685
510032.4,6943004,29.11,0,685
510032.4,6943004,29.11,0,690
510032.4,6943004,28.88,0,690
510032.4,6943004,28.88,0,695
510032.4,6943004,28.64,0,695
510032.4,6943004,28.64,0,700
510032.4,6943004,28.41,0,700
510032.4,6943004,28.41,0,705
510032.4,6943004,28.17,0,705
510032.4,6943004,28.17,0,710
510032.4,6943004,27.93,0,710
510032.4,6943004,27.93,0,715
510032.4,6943004,27.69,0,715
510032.4,6943004,27.69,0,720
510032.4,6943004,27.45,0,720
510032.4,6943004,27.45,0,725
510032.4,6943004,27.2,0,725
510032.4,6943004,27.2,0,730
510032.4,6943004,26.96,0,730
510032.4,6943004,26.96,0,735
510032.4,6943004,26.72,0,735
510032.4,6943004,26.72,0,740
510032.4,6943004,26.48,0,740
510032.4,6943004,26.48,0,745
510032.4,6943004,26.24,0,745
510032.4,6943004,26.24,0,750
510032.4,6943004,26,0,750
510032.4,6943004,26,0,755
510032.4,6943004,25.76,0,755
510032.4,6943004,25.76,0,760
510032.4,6943004,25.52,0,760
510032.4,6943004,25.52,0,765
510032.4,6943004,25.28,0,765
510032.4,6943004,25.28,0,770
510032.4,6943004,25.04,0,770
510032.4,6943004,25.04,0,775
510032.4,6943004,24.8,0,775
510032.4,6943004,24.8,0,780
510032.4,6943004,24.56,0,780
510032.4,6943004,24.56,0,785
510032.4,6943004,24.35,0,785
510032.4,6943004,24.35,0,790
510032.4,6943004,24.16,0,790
510032.4,6943004,24.16,0,795
510032.4,6943004,23.97,0,795
510032.4,6943004,23.97,0,800
510032.4,6943004,23.84,0,800
510032.4,6943004,23.84,0,805
510032.4,6943004,23.7,0,805
510032.4,6943004,23.7,0,810
510032.4,6943004,23.56,0,810
510032.4,6943004,23.56,0,815
510032.4,6943004,23.44,0,815
510032.4,6943004,23.44,0,820
510032.4,6943004,23.33,0,820
510032.4,6943004,23.33,0,825
510032.4,6943004,23.22,0,825
510032.4,6943004,23.22,0,830
510032.4,6943004,23.11,0,830
510032.4,6943004,23.11,0,835
510032.4,6943004,23,0,835
510032.4,6943004,23,0,840
510032.4,6943004,22.89,0,840
510032.4,6943004,22.89,0,845
510032.4,6943004,22.79,0,845
510032.4,6943004,22.79,0,850
510032.4,6943004,22.69,0,850
510032.4,6943004,22.69,0,855
510032.4,6943004,22.58,0,855
