X,Y,Z,Vs
509499.779700,6944425.199000,34.373975,315
509499.844600,6944424.703000,34.711275,315
509499.861000,6944424.577000,34.800000,315
509499.909500,6944424.207000,35.115242,315
509499.939800,6944423.975000,35.300000,315
509499.909500,6944424.207000,35.300000,315
509499.585100,6944426.686000,35.300000,315
509499.533900,6944427.077000,35.300000,315
509499.585100,6944426.686000,35.106683,315
509499.650000,6944426.190000,34.819239,315
509499.653400,6944426.165000,34.800000,315
509499.714800,6944425.695000,34.572632,315
509499.390500,6944428.174000,35.300000,320
509499.372200,6944428.313000,35.300000,320
509499.390500,6944428.174000,35.077027,320
509499.414700,6944427.989000,34.800000,320
509499.455400,6944427.678000,34.420750,320
509499.470200,6944427.564000,34.300000,320
509499.520200,6944427.182000,33.956190,320
509499.582900,6944426.703000,33.800000,320
509499.585100,6944426.686000,33.798390,320
509499.650000,6944426.190000,33.781910,320
509499.714800,6944425.695000,33.759484,320
509499.779700,6944425.199000,33.738513,320
509499.829500,6944424.818000,33.800000,320
509499.844600,6944424.703000,33.842161,320
509499.909500,6944424.207000,34.189551,320
509499.937800,6944423.991000,34.300000,320
509499.974300,6944423.712000,34.500345,320
509500.028400,6944423.298000,34.800000,320
509500.039200,6944423.216000,34.892533,320
509500.070900,6944422.974000,35.300000,320
509500.039200,6944423.216000,35.300000,320
509499.260800,6944429.165000,35.300000,325
509499.229600,6944429.403000,35.059703,325
509499.248700,6944429.257000,34.800000,325
509499.260800,6944429.165000,34.651095,325
509499.287200,6944428.963000,34.300000,325
509499.325600,6944428.669000,33.871210,325
509499.340600,6944428.555000,33.800000,325
509499.390500,6944428.174000,33.726218,325
509499.455400,6944427.678000,33.582126,325
509499.520200,6944427.182000,33.432441,325
509499.585100,6944426.686000,33.410896,325
509499.650000,6944426.190000,33.396651,325
509499.714800,6944425.695000,33.379989,325
509499.779700,6944425.199000,33.376446,325
509499.844600,6944424.703000,33.494562,325
509499.909500,6944424.207000,33.660126,325
509499.974300,6944423.712000,33.773634,325
509499.985500,6944423.626000,33.800000,325
509500.039200,6944423.216000,34.069454,325
509500.067600,6944422.998000,34.300000,325
509500.104100,6944422.720000,34.657092,325
509500.117100,6944422.621000,34.800000,325
509500.162500,6944422.273000,35.300000,325
