X,Y,Z,Vs
509563.325800,6944436.568000,0.640000,
509563.325800,6944436.568000,38.000000,
509504.300000,6944425.800000,38.000000,
509504.300000,6944425.800000,0.640000,
509520.532100,6944428.761000,33.864252,230
509521.024000,6944428.851000,33.936100,230
509521.319600,6944428.905000,34.008451,230
509521.515900,6944428.941000,34.138273,230
509522.007700,6944429.030000,34.404881,230
509522.302600,6944429.084000,34.506338,230
509522.314200,6944429.086000,35.004225,230
509522.007700,6944429.030000,35.004225,230
509519.548300,6944428.582000,35.004225,230
509519.259600,6944428.529000,35.004225,230
509519.192900,6944428.517000,34.506338,230
509519.548300,6944428.582000,34.168283,230
509519.762300,6944428.621000,34.008451,230
509520.040200,6944428.672000,33.937661,230
509518.072700,6944428.313000,35.004225,235
509517.778100,6944428.259000,35.004225,235
509517.830400,6944428.268000,34.506338,235
509517.952000,6944428.291000,34.008451,235
509518.072700,6944428.313000,33.910403,235
509518.564600,6944428.402000,33.584132,235
509519.043500,6944428.490000,33.510563,235
509519.056500,6944428.492000,33.509999,235
509519.548300,6944428.582000,33.499006,235
509520.040200,6944428.672000,33.474980,235
509520.532100,6944428.761000,33.438975,235
509521.024000,6944428.851000,33.484293,235
509521.409700,6944428.921000,33.510563,235
509521.515900,6944428.941000,33.527023,235
509522.007700,6944429.030000,33.640656,235
509522.499600,6944429.120000,33.748097,235
509522.991500,6944429.210000,33.831127,235
509523.483400,6944429.300000,33.914702,235
509523.850100,6944429.367000,34.008451,235
509523.975300,6944429.389000,34.114741,235
509524.467100,6944429.479000,34.432281,235
509524.734600,6944429.528000,34.506338,235
509524.959000,6944429.569000,34.631599,235
509525.260000,6944429.624000,35.004225,235
509524.959000,6944429.569000,35.004225,235
509516.889600,6944428.097000,35.004225,240
509517.047200,6944428.125000,34.506338,240
509517.057400,6944428.127000,34.008451,240
509517.088900,6944428.133000,33.976101,240
509517.580800,6944428.223000,33.578162,240
509517.666500,6944428.238000,33.510563,240
509518.072700,6944428.313000,33.392302,240
509518.564600,6944428.402000,33.264325,240
509519.056500,6944428.492000,33.251054,240
509519.548300,6944428.582000,33.243055,240
509520.040200,6944428.672000,33.228810,240
509520.532100,6944428.761000,33.209048,240
509521.024000,6944428.851000,33.249336,240
509521.515900,6944428.941000,33.285919,240
509522.499600,6944429.120000,33.368433,240
509522.991500,6944429.210000,33.410236,240
509523.483400,6944429.300000,33.461795,240
509523.975300,6944429.389000,33.502961,240
509524.081500,6944429.409000,33.510563,240
509524.467100,6944429.479000,33.587749,240
509524.959000,6944429.569000,33.677411,240
509525.450900,6944429.659000,33.731817,240
509525.942800,6944429.748000,33.779233,240
509526.434700,6944429.838000,33.822970,240
509526.926600,6944429.928000,33.854824,240
509527.418400,6944430.018000,33.890627,240
509527.910300,6944430.107000,33.915846,240
509528.402200,6944430.197000,33.934227,240
509528.894100,6944430.287000,33.947972,240
509529.386000,6944430.376000,33.963307,240
509529.877800,6944430.466000,33.979612,240
509530.369700,6944430.556000,33.991359,240
509530.861600,6944430.646000,34.000543,240
509531.353500,6944430.735000,34.008204,240
509531.355400,6944430.736000,34.008451,240
509531.845400,6944430.825000,34.332632,240
509532.337300,6944430.915000,34.414696,240
509532.829100,6944431.005000,34.452390,240
509533.321000,6944431.094000,34.474421,240
509533.812900,6944431.184000,34.489345,240
509534.304800,6944431.274000,34.500297,240
509534.404200,6944431.292000,34.506338,240
509534.304800,6944431.274000,34.550707,240
509534.078200,6944431.233000,35.004225,240
509516.314100,6944427.992000,35.004225,245
509516.283400,6944427.986000,34.506338,245
509516.207800,6944427.972000,34.008451,245
509516.563500,6944428.037000,33.510563,245
509516.597000,6944428.043000,33.496418,245
509517.088900,6944428.133000,33.344775,245
509517.580800,6944428.223000,33.224502,245
509518.072700,6944428.313000,33.109592,245
509518.490900,6944428.389000,33.012676,245
509518.564600,6944428.402000,32.996503,245
509520.040200,6944428.672000,32.983460,245
509520.532100,6944428.761000,32.979274,245
509521.000700,6944428.847000,33.012676,245
509521.024000,6944428.851000,33.014379,245
509521.515900,6944428.941000,33.054146,245
509522.499600,6944429.120000,33.133746,245
509522.991500,6944429.210000,33.173040,245
509523.483400,6944429.300000,33.216477,245
509523.975300,6944429.389000,33.255522,245
509524.467100,6944429.479000,33.291222,245
509524.959000,6944429.569000,33.317625,245
509526.434700,6944429.838000,33.373116,245
509526.926600,6944429.928000,33.387571,245
509528.402200,6944430.197000,33.417946,245
509528.894100,6944430.287000,33.428001,245
509529.386000,6944430.376000,33.443713,245
509529.877800,6944430.466000,33.462754,245
509530.369700,6944430.556000,33.476453,245
509530.861600,6944430.646000,33.486658,245
509531.353500,6944430.735000,33.494388,245
509531.845400,6944430.825000,33.500384,245
509532.337300,6944430.915000,33.505123,245
509532.829100,6944431.005000,33.508905,245
509532.975500,6944431.031000,33.510563,245
509533.321000,6944431.094000,33.522929,245
509533.812900,6944431.184000,33.552374,245
509534.304800,6944431.274000,33.583098,245
509534.796700,6944431.364000,33.614179,245
509535.288500,6944431.453000,33.638100,245
509535.780400,6944431.543000,33.661038,245
509536.272300,6944431.633000,33.683287,245
509536.764200,6944431.723000,33.704681,245
509537.256100,6944431.812000,33.706169,245
509537.748000,6944431.902000,33.702572,245
509538.239800,6944431.992000,33.698929,245
509538.731700,6944432.081000,33.695241,245
509539.223600,6944432.171000,33.694825,245
509539.715500,6944432.261000,33.695990,245
509540.207400,6944432.351000,33.696962,245
509540.699200,6944432.440000,33.697734,245
509541.191100,6944432.530000,33.782753,245
509541.683000,6944432.620000,33.895931,245
509541.978800,6944432.674000,34.008451,245
509542.174900,6944432.710000,34.212175,245
509542.533000,6944432.775000,34.506338,245
509542.458000,6944432.761000,35.004225,245
509542.419300,6944432.754000,35.502113,245
509539.223600,6944432.171000,35.502113,245
509538.731700,6944432.081000,35.004225,245
509515.750200,6944427.889000,35.004225,250
509515.613300,6944427.864000,34.634522,250
509515.544400,6944427.851000,34.506338,250
509515.392000,6944427.824000,34.008451,250
509515.613300,6944427.864000,33.569020,250
509515.645200,6944427.870000,33.510563,250
509516.105200,6944427.954000,33.289820,250
509516.597000,6944428.043000,33.082720,250
509516.968900,6944428.111000,33.012676,250
509517.088900,6944428.133000,32.994420,250
509517.580800,6944428.223000,32.910329,250
