Easting,Northing,Elevation,Chainage,Velocity
510448.60,6942533.80,36.40,0.00,265.00
510448.60,6942533.80,35.82,0.00,265.00
510448.60,6942533.80,35.82,0.00,270.00
510448.60,6942533.80,35.59,0.00,270.00
510448.60,6942533.80,36.66,0.00,270.00
510448.60,6942533.80,36.40,0.00,270.00
510448.60,6942533.80,35.59,0.00,275.00
510448.60,6942533.80,35.45,0.00,275.00
510448.60,6942533.80,36.84,0.00,275.00
510448.60,6942533.80,36.66,0.00,275.00
510448.60,6942533.80,35.45,0.00,280.00
510448.60,6942533.80,35.32,0.00,280.00
510448.60,6942533.80,37.00,0.00,280.00
510448.60,6942533.80,36.84,0.00,280.00
510448.60,6942533.80,35.32,0.00,285.00
510448.60,6942533.80,35.22,0.00,285.00
510448.60,6942533.80,37.16,0.00,285.00
510448.60,6942533.80,37.00,0.00,285.00
510448.60,6942533.80,35.22,0.00,290.00
510448.60,6942533.80,35.12,0.00,290.00
510448.60,6942533.80,37.31,0.00,290.00
510448.60,6942533.80,37.16,0.00,290.00
510448.60,6942533.80,35.12,0.00,295.00
510448.60,6942533.80,35.03,0.00,295.00
510448.60,6942533.80,37.47,0.00,295.00
510448.60,6942533.80,37.31,0.00,295.00
510448.60,6942533.80,35.03,0.00,300.00
510448.60,6942533.80,34.95,0.00,300.00
510448.60,6942533.80,37.67,0.00,300.00
510448.60,6942533.80,37.47,0.00,300.00
510448.60,6942533.80,34.95,0.00,305.00
510448.60,6942533.80,34.87,0.00,305.00
510448.60,6942533.80,37.92,0.00,305.00
510448.60,6942533.80,37.67,0.00,305.00
510448.60,6942533.80,39.09,0.00,310.00
510448.60,6942533.80,37.92,0.00,310.00
510448.60,6942533.80,34.87,0.00,310.00
510448.60,6942533.80,34.80,0.00,310.00
510448.60,6942533.80,34.80,0.00,315.00
510448.60,6942533.80,34.72,0.00,315.00
510448.60,6942533.80,34.72,0.00,320.00
510448.60,6942533.80,34.66,0.00,320.00
510448.60,6942533.80,34.66,0.00,325.00
510448.60,6942533.80,34.59,0.00,325.00
510448.60,6942533.80,34.59,0.00,330.00
510448.60,6942533.80,34.52,0.00,330.00
510448.60,6942533.80,34.52,0.00,335.00
510448.60,6942533.80,34.46,0.00,335.00
510448.60,6942533.80,34.46,0.00,340.00
510448.60,6942533.80,34.40,0.00,340.00
510448.60,6942533.80,34.40,0.00,345.00
510448.60,6942533.80,34.33,0.00,345.00
